horizon,candidate,baseline,metric,mean_difference,ci_low,ci_high,ci_excludes_zero
20,candidate_risk_off,multiclass_probability_sum,recall,-0.13410517617943624,-0.2259943181818182,-0.052242930213416416,True
20,candidate_risk_off,multiclass_probability_sum,expected_cost,0.007120803108484435,-0.0024379824694587583,0.017108120522448245,False
