scope,bucket,horizon,fold,model,recall,precision,support,mean_future_mae
calendar_year,2017,20,0,multiclass_probability_sum,0.08333333333333333,0.012195121951219513,12,
calendar_year,2018,20,0,multiclass_probability_sum,0.4368932038834951,0.5056179775280899,103,
calendar_year,2019,20,0,multiclass_probability_sum,0.6346153846153846,0.1783783783783784,52,
calendar_year,2020,20,0,multiclass_probability_sum,0.32894736842105265,0.25252525252525254,76,
calendar_year,2021,20,0,multiclass_probability_sum,0.23529411764705882,0.8,17,
severity_bucket,0,20,0,multiclass_probability_sum,0.5384615384615384,,65,-0.034107061749091803
severity_bucket,1,20,0,multiclass_probability_sum,0.38461538461538464,,65,-0.06600179969387764
severity_bucket,2,20,0,multiclass_probability_sum,0.4,,65,-0.1019517606385739
severity_bucket,3,20,0,multiclass_probability_sum,0.3384615384615385,,65,-0.17804786642202208
calendar_year,2017,20,0,candidate_risk_off,0.0,0.0,12,
calendar_year,2018,20,0,candidate_risk_off,0.21359223300970873,0.38596491228070173,103,
calendar_year,2019,20,0,candidate_risk_off,0.8076923076923077,0.23333333333333334,52,
calendar_year,2020,20,0,candidate_risk_off,0.14473684210526316,0.28205128205128205,76,
calendar_year,2021,20,0,candidate_risk_off,0.0,0.0,17,
severity_bucket,0,20,0,candidate_risk_off,0.5230769230769231,,65,-0.034107061749091803
severity_bucket,1,20,0,candidate_risk_off,0.26153846153846155,,65,-0.06600179969387764
severity_bucket,2,20,0,candidate_risk_off,0.15384615384615385,,65,-0.1019517606385739
severity_bucket,3,20,0,candidate_risk_off,0.2153846153846154,,65,-0.17804786642202208
