date,strategy,drawdown
2019-01-25,baseline_no_overlay,-0.10604956509765462
2019-01-28,baseline_no_overlay,-0.10476138924343259
2019-01-29,baseline_no_overlay,-0.10324920861016174
2019-01-30,baseline_no_overlay,-0.10330732547258437
2019-01-31,baseline_no_overlay,-0.10548129660641914
2019-02-01,baseline_no_overlay,-0.10628068122992507
2019-02-11,baseline_no_overlay,-0.09948496423069741
2019-02-12,baseline_no_overlay,-0.09454578986570594
2019-02-13,baseline_no_overlay,-0.09109121887119676
2019-02-14,baseline_no_overlay,-0.0878755272857259
2019-02-15,baseline_no_overlay,-0.08853152781475626
2019-02-18,baseline_no_overlay,-0.08413188388455661
2019-02-19,baseline_no_overlay,-0.08279568374168544
2019-02-20,baseline_no_overlay,-0.08010104699527942
2019-02-21,baseline_no_overlay,-0.07281248486845804
2019-02-22,baseline_no_overlay,-0.07222874567590576
2019-02-25,baseline_no_overlay,-0.06977381790631221
2019-02-26,baseline_no_overlay,-0.07301163578831926
2019-02-27,baseline_no_overlay,-0.07172322359123051
2019-02-28,baseline_no_overlay,-0.08189316830176963
2019-03-01,baseline_no_overlay,-0.07625329639699907
2019-03-04,baseline_no_overlay,-0.07004372993800145
2019-03-05,baseline_no_overlay,-0.0707491783934665
2019-03-06,baseline_no_overlay,-0.06989843393549655
2019-03-07,baseline_no_overlay,-0.07010730940379561
2019-03-08,baseline_no_overlay,-0.07375282959313378
2019-03-11,baseline_no_overlay,-0.07403085414931987
2019-03-12,baseline_no_overlay,-0.06759895253778114
2019-03-13,baseline_no_overlay,-0.06589404077212124
2019-03-14,baseline_no_overlay,-0.06464672896765278
2019-03-15,baseline_no_overlay,-0.06642659548445984
2019-03-18,baseline_no_overlay,-0.0634158226704793
2019-03-19,baseline_no_overlay,-0.06548784604343916
2019-03-20,baseline_no_overlay,-0.06712126310975375
2019-03-21,baseline_no_overlay,-0.07483162756580608
2019-03-22,baseline_no_overlay,-0.07241385950900436
2019-03-25,baseline_no_overlay,-0.07964786699967608
2019-03-26,baseline_no_overlay,-0.07977043932695205
2019-03-27,baseline_no_overlay,-0.07753972318821178
2019-03-28,baseline_no_overlay,-0.07493775807252434
2019-03-29,baseline_no_overlay,-0.07582068642246931
2019-04-01,baseline_no_overlay,-0.07309858036193939
2019-04-02,baseline_no_overlay,-0.07423829830321405
2019-04-03,baseline_no_overlay,-0.07476928999033816
2019-04-04,baseline_no_overlay,-0.073877950833932
2019-04-05,baseline_no_overlay,-0.0730338156853122
2019-04-08,baseline_no_overlay,-0.07001218062114734
2019-04-09,baseline_no_overlay,-0.0735741436827535
2019-04-10,baseline_no_overlay,-0.07594340635076746
2019-04-11,baseline_no_overlay,-0.0745887562284756
2019-04-12,baseline_no_overlay,-0.07568425985376959
2019-04-16,baseline_no_overlay,-0.07763593493866872
2019-04-17,baseline_no_overlay,-0.07933720259841692
2019-04-18,baseline_no_overlay,-0.08243437579112689
2019-04-19,baseline_no_overlay,-0.08125766402776535
2019-04-22,baseline_no_overlay,-0.08139516717270512
2019-04-23,baseline_no_overlay,-0.08067618084112183
2019-04-24,baseline_no_overlay,-0.07758828901202164
2019-04-25,baseline_no_overlay,-0.07864940189388392
2019-04-26,baseline_no_overlay,-0.07669088495983012
2019-05-02,baseline_no_overlay,-0.07714844926742426
2019-05-03,baseline_no_overlay,-0.07877655849165399
2019-05-06,baseline_no_overlay,-0.08453068126880336
