date,horizon,fold,model,actual_risk_off,probability,threshold,alert,forward_return,future_mae,baseline_exposure
2017-04-14,20,0,multiclass_probability_sum,0,0.5007962449109785,0.49,1,0.009116919633703919,-0.015245416345282042,
2017-04-17,20,0,multiclass_probability_sum,0,0.5137004180717271,0.49,1,0.022768241508309816,-0.0045826040250256765,
2017-04-18,20,0,multiclass_probability_sum,0,0.47056500917053257,0.49,0,0.01672808647734972,-0.010333938473448524,
2017-04-19,20,0,multiclass_probability_sum,0,0.47096440286651237,0.49,0,0.023508758826397212,-0.012904310776367712,
2017-04-20,20,0,multiclass_probability_sum,0,0.5107247954034171,0.49,1,0.04317098606703919,-0.007153751006242704,
2017-04-21,20,0,multiclass_probability_sum,0,0.5063643270160998,0.49,1,0.03925256552241183,-0.006802891044886987,
2017-04-24,20,0,multiclass_probability_sum,0,0.5213201547835015,0.49,1,0.045940604951117285,-0.002554748490722803,
2017-04-25,20,0,multiclass_probability_sum,0,0.5060222170173182,0.49,1,0.04737724468021973,0.0034706091466691637,
2017-04-26,20,0,multiclass_probability_sum,0,0.4785517477005825,0.49,0,0.045926403004442215,0.00909881011746366,
2017-04-27,20,0,multiclass_probability_sum,0,0.4532501978048096,0.49,0,0.04064054811274515,0.001673337163423305,
2017-04-28,20,0,multiclass_probability_sum,0,0.44891973740938906,0.49,0,0.028134883211028517,0.0015731701223726357,
2017-05-03,20,0,multiclass_probability_sum,0,0.43444402418838357,0.49,0,0.02508777346767372,-0.0009454950648745226,
2017-05-04,20,0,multiclass_probability_sum,0,0.4336345686654398,0.49,0,0.027026825715300153,-0.004386215460327544,
2017-05-05,20,0,multiclass_probability_sum,0,0.4696668921806812,0.49,0,0.025789571686293138,-0.0015845881302382454,
2017-05-08,20,0,multiclass_probability_sum,0,0.45782770760056235,0.49,0,0.03368869203077069,0.0045108579788218,
2017-05-09,20,0,multiclass_probability_sum,0,0.4286604812458297,0.49,0,0.039640867690061865,0.003041995681085968,
2017-05-10,20,0,multiclass_probability_sum,0,0.45168244866322776,0.49,0,0.03945645351715847,0.00093838411633024,
2017-05-11,20,0,multiclass_probability_sum,0,0.45126035630653316,0.49,0,0.034088663187102027,5.517165281878687e-05,
2017-05-12,20,0,multiclass_probability_sum,0,0.44934595730065163,0.49,0,0.03301793399015503,-0.0004688361917097426,
2017-05-15,20,0,multiclass_probability_sum,0,0.43972190738222083,0.49,0,0.03487118781200823,-0.0004412636759916707,
2017-05-16,20,0,multiclass_probability_sum,0,0.4531161523859826,0.49,0,0.04300489913401364,0.0026996889718125046,
2017-05-17,20,0,multiclass_probability_sum,0,0.44693597414872865,0.49,0,0.045129535413786594,-0.00028882058253710576,
2017-05-18,20,0,multiclass_probability_sum,0,0.4701667434899811,0.49,0,0.04515542989019079,0.009351044651966725,
2017-05-19,20,0,multiclass_probability_sum,0,0.45176601363958374,0.49,0,0.03668491571612807,0.005436125479712309,
2017-05-22,20,0,multiclass_probability_sum,0,0.4598108162659977,0.49,0,0.030089699633637643,-0.008475541990804582,
2017-05-23,20,0,multiclass_probability_sum,0,0.4889494804706617,0.49,0,0.03587055833233459,-0.004206261484821539,
2017-05-24,20,0,multiclass_probability_sum,0,0.47437185428052975,0.49,0,0.03267515796998809,-0.0066461583593629865,
2017-05-25,20,0,multiclass_probability_sum,0,0.49377120784140915,0.49,1,0.032345795966205265,-0.0055280495977424226,
2017-05-26,20,0,multiclass_probability_sum,0,0.4791254948887768,0.49,0,0.03385626384121915,-0.0075478170686343465,
2017-05-29,20,0,multiclass_probability_sum,0,0.47274052643541387,0.49,0,0.03459723369758668,-0.011360772294400927,
2017-05-30,20,0,multiclass_probability_sum,0,0.5145415964946433,0.49,1,0.0389231717239137,-0.00052844455610758,
2017-05-31,20,0,multiclass_probability_sum,0,0.509904462727381,0.49,1,0.04144309134514971,0.001340891283983128,
2017-06-01,20,0,multiclass_probability_sum,0,0.45370862852630733,0.49,0,0.03958099832677824,-0.004038881359096297,
2017-06-02,20,0,multiclass_probability_sum,0,0.5118541662751743,0.49,1,0.04971722324580763,0.006314532214239113,
2017-06-05,20,0,multiclass_probability_sum,0,0.4936159875657233,0.49,1,0.04650167444847444,0.008344487580150882,
2017-06-06,20,0,multiclass_probability_sum,0,0.4561660824610099,0.49,0,0.031741211363711726,-0.002118546057961942,
2017-06-07,20,0,multiclass_probability_sum,0,0.45769447270985897,0.49,0,0.0324618196102433,-0.004976127566144698,
2017-06-08,20,0,multiclass_probability_sum,0,0.4794123826687975,0.49,0,0.04243907249102904,-0.000546721352418587,
2017-06-09,20,0,multiclass_probability_sum,0,0.4960695043014367,0.49,1,0.034104718003584104,0.0018256813061350763,
2017-06-12,20,0,multiclass_probability_sum,0,0.4817059848418145,0.49,0,0.02038748833789258,0.007692447646013735,
2017-06-13,20,0,multiclass_probability_sum,0,0.455707858754962,0.49,0,0.016341067961293126,0.004850219727989682,
2017-06-14,20,0,multiclass_probability_sum,0,0.47533140888105985,0.49,0,0.01746040943861787,-0.00026292610613291357,
2017-06-15,20,0,multiclass_probability_sum,0,0.4692276556657098,0.49,0,0.023043901794419574,0.0008805304779039211,
2017-06-16,20,0,multiclass_probability_sum,0,0.44882272284878877,0.49,0,0.021263570497402684,0.006625055327531917,
2017-06-19,20,0,multiclass_probability_sum,0,0.46415138758818303,0.49,0,0.0027087935091146946,-0.0006913960604945375,
2017-06-20,20,0,multiclass_probability_sum,0,0.466036728059984,0.49,0,-0.0006512621690580479,-0.0022029742532085135,
2017-06-21,20,0,multiclass_probability_sum,0,0.4762583477030547,0.49,0,0.005056194198191486,-0.0014474707654033993,
2017-06-22,20,0,multiclass_probability_sum,0,0.501896633617736,0.49,1,0.0027497068885404628,0.00033923515845335294,
2017-06-23,20,0,multiclass_probability_sum,0,0.46994453990703233,0.49,0,-0.009341161549617805,-0.009341161549617805,
2017-06-26,20,0,multiclass_probability_sum,1,0.46952738252319204,0.49,0,-0.0166816289185349,-0.0166816289185349,
2017-06-27,20,0,multiclass_probability_sum,0,0.5285616618815032,0.49,1,-0.0003127484094870101,-0.010175239206568643,
2017-06-28,20,0,multiclass_probability_sum,0,0.491431679894185,0.49,1,0.006273839052725626,-0.012166714271696924,
2017-06-29,20,0,multiclass_probability_sum,0,0.4865234925403592,0.49,0,-0.0003239915790531232,-0.015684393896404997,
2017-06-30,20,0,multiclass_probability_sum,0,0.4827193530162892,0.49,0,0.0007981668334859861,-0.021781737456337928,
2017-07-03,20,0,multiclass_probability_sum,0,0.49564864093829375,0.49,1,0.005977885610117217,-0.024880720873243986,
2017-07-04,20,0,multiclass_probability_sum,0,0.4856710298560324,0.49,0,0.014427235231896946,-0.02058329142659432,
2017-07-05,20,0,multiclass_probability_sum,0,0.4723515087173153,0.49,0,0.010111619822039083,-0.024161481181308543,
2017-07-06,20,0,multiclass_probability_sum,1,0.4739995827412108,0.49,0,0.007434126680260058,-0.02970932784836818,
2017-07-07,20,0,multiclass_probability_sum,0,0.5249886437867964,0.49,1,0.0165561404036985,-0.020828252008504806,
2017-07-10,20,0,multiclass_probability_sum,0,0.5318238536174894,0.49,1,0.033885027501030944,-0.00893670364894821,
2017-07-11,20,0,multiclass_probability_sum,0,0.4907720225386595,0.49,1,0.028459314677793245,-0.01258273091836263,
2017-07-12,20,0,multiclass_probability_sum,0,0.5009966674756976,0.49,1,-0.0006589871219141771,-0.018815218229809826,
2017-07-13,20,0,multiclass_probability_sum,0,0.4850633063225771,0.49,0,-0.006276885784945605,-0.02413578447947874,
2017-07-14,20,0,multiclass_probability_sum,0,0.5205285969352366,0.49,1,-0.007124081547348708,-0.023235983660365663,
2017-07-17,20,0,multiclass_probability_sum,0,0.5303512995689225,0.49,1,0.00939764080939654,-0.011997658060104098,
2017-07-18,20,0,multiclass_probability_sum,0,0.5299821736655567,0.49,1,0.00464074148659576,-0.01014918057464532,
2017-07-19,20,0,multiclass_probability_sum,0,0.5293991286867408,0.49,1,0.0029387607160508704,-0.015101133454089746,
2017-07-20,20,0,multiclass_probability_sum,0,0.5288411650002899,0.49,1,-0.0010677084347656745,-0.01134717537903535,
2017-07-21,20,0,multiclass_probability_sum,0,0.5528240857498511,0.49,1,0.009289145268510204,-0.0027865422867828166,
2017-07-24,20,0,multiclass_probability_sum,0,0.5364041392429146,0.49,1,0.011841580801544464,0.009862490797081545,
2017-07-25,20,0,multiclass_probability_sum,0,0.5081070583710479,0.49,1,-0.007863805056120412,-0.007863805056120412,
2017-07-26,20,0,multiclass_probability_sum,0,0.48412863758276126,0.49,0,-0.01026076307113248,-0.016441867583461448,
2017-07-27,20,0,multiclass_probability_sum,0,0.5230001077513616,0.49,1,-0.002244902874305816,-0.013361716576390745,
2017-07-28,20,0,multiclass_probability_sum,0,0.4784756878528662,0.49,0,-0.007051013251097357,-0.02058121854886282,
2017-07-31,20,0,multiclass_probability_sum,0,0.4476915682068737,0.49,0,-0.008059961239855227,-0.028859920742400173,
2017-08-01,20,0,multiclass_probability_sum,1,0.44632009201822254,0.49,0,-0.01637616361584269,-0.033011840917530046,
2017-08-02,20,0,multiclass_probability_sum,0,0.4965885829575867,0.49,1,-0.009687719547863669,-0.03227441526238653,
2017-08-03,20,0,multiclass_probability_sum,0,0.4937641436930048,0.49,1,-0.00729358841848695,-0.03514476878766704,
2017-08-04,20,0,multiclass_probability_sum,0,0.48337602951531755,0.49,0,6.339505901032641e-05,-0.035385706671242086,
2017-08-07,20,0,multiclass_probability_sum,1,0.48945497917647174,0.49,0,-0.0008452712625350231,-0.04082304540901806,
2017-08-08,20,0,multiclass_probability_sum,1,0.5104319963225987,0.49,1,0.0024982348715479968,-0.03904335985519471,
2017-08-09,20,0,multiclass_probability_sum,0,0.5456070131162571,0.49,1,0.02937079902962483,-0.016157545366934492,
2017-08-10,20,0,multiclass_probability_sum,0,0.5443992383324638,0.49,1,0.035275435611266386,-0.01586021295357208,
2017-08-11,20,0,multiclass_probability_sum,0,0.5482854056849331,0.49,1,0.03235604479770209,-0.014113216372055796,
2017-08-14,20,0,multiclass_probability_sum,0,0.5273609185860331,0.49,1,0.03016515649992234,-0.0193966131285396,
2017-08-15,20,0,multiclass_probability_sum,0,0.5526773376644325,0.49,1,0.04031451225956736,-0.01279123632027987,
2017-08-16,20,0,multiclass_probability_sum,0,0.521536607267894,0.49,1,0.041464522390618264,-0.016041208429179346,
2017-08-17,20,0,multiclass_probability_sum,0,0.553445381139064,0.49,1,0.048604656073705274,-0.00828078120330861,
2017-08-18,20,0,multiclass_probability_sum,0,0.5298858909323911,0.49,1,0.04934919744647005,-0.010077001814331825,
2017-08-21,20,0,multiclass_probability_sum,0,0.5389719526592183,0.49,1,0.04717903981242315,-0.009842895060583362,
2017-08-22,20,0,multiclass_probability_sum,0,0.5366896667726577,0.49,1,0.0569350749222141,0.006181104512328893,
2017-08-23,20,0,multiclass_probability_sum,0,0.5220793050708232,0.49,1,0.04835614097284656,0.004935709189755941,
2017-08-24,20,0,multiclass_probability_sum,0,0.5091890923442264,0.49,1,0.04739297682585266,0.002413391595680737,
2017-08-25,20,0,multiclass_probability_sum,0,0.5062217429745618,0.49,1,0.043057354355102065,0.0031054720039218474,
2017-08-28,20,0,multiclass_probability_sum,0,0.47406345018967627,0.49,0,0.03550205080731853,-0.004164282200857504,
2017-08-29,20,0,multiclass_probability_sum,0,0.5192361562090424,0.49,1,0.03770252607298487,0.005951018412835604,
2017-08-30,20,0,multiclass_probability_sum,0,0.4843784646669211,0.49,0,0.03305699898998097,0.005264484654657145,
2017-08-31,20,0,multiclass_probability_sum,0,0.4867549563345914,0.49,0,0.02729538524551992,0.007597921361072353,
2017-09-01,20,0,multiclass_probability_sum,0,0.4686622042826548,0.49,0,0.016971292837434915,0.004528672416230451,
2017-09-05,20,0,multiclass_probability_sum,0,0.48900727211298967,0.49,0,0.007155868076500874,0.0015638205802595974,
2017-09-06,20,0,multiclass_probability_sum,0,0.47181799839639005,0.49,0,0.015145267326841943,0.003986749669816703,
2017-09-07,20,0,multiclass_probability_sum,0,0.485124475574207,0.49,0,0.010624651272339903,0.0009409167731986523,
2017-09-08,20,0,multiclass_probability_sum,0,0.49145469398411984,0.49,1,0.008203899337649154,-0.0046663873950804164,
2017-09-11,20,0,multiclass_probability_sum,0,0.5161797843982217,0.49,1,0.0143052556818004,0.000664381053225999,
2017-09-12,20,0,multiclass_probability_sum,0,0.5024056220888589,0.49,1,0.013299670140791496,-0.0024281274054779637,
2017-09-13,20,0,multiclass_probability_sum,0,0.49595819589957296,0.49,1,0.013818235247846807,-0.0059721063568633085,
2017-09-14,20,0,multiclass_probability_sum,0,0.49922267632813655,0.49,1,0.011774342500214705,-0.010372088596813812,
2017-09-15,20,0,multiclass_probability_sum,0,0.5017195647872018,0.49,1,0.018601813754198334,-0.009751795054029832,
2017-09-18,20,0,multiclass_probability_sum,0,0.48442863536603,0.49,0,0.01420782211017087,-0.012292557037818017,
2017-09-19,20,0,multiclass_probability_sum,0,0.5231323909402693,0.49,1,0.027366444511069152,-0.009888292650022626,
2017-09-20,20,0,multiclass_probability_sum,0,0.5073430485265376,0.49,1,0.026764902794589214,-0.009801432699230157,
2017-09-21,20,0,multiclass_probability_sum,0,0.5166034625500058,0.49,1,0.030623511774881516,-0.0074036032621916815,
2017-09-22,20,0,multiclass_probability_sum,0,0.4990651802772301,0.49,1,0.024126460176272974,-0.011376148304953575,
2017-09-25,20,0,multiclass_probability_sum,0,0.5043414916612418,0.49,1,0.017790604676681924,-0.009453917429883623,
2017-09-26,20,0,multiclass_probability_sum,0,0.4945491095466196,0.49,1,0.024397287583056863,-0.009168368086879443,
2017-09-27,20,0,multiclass_probability_sum,0,0.49185926950655007,0.49,1,0.032943522130864024,-0.007204561151688256,
2017-09-28,20,0,multiclass_probability_sum,0,0.4833880768897964,0.49,0,0.030939572198456344,-0.008510052481519854,
2017-09-29,20,0,multiclass_probability_sum,0,0.47295698022819826,0.49,0,0.04372075020515102,-0.008012923391715962,
2017-10-02,20,0,multiclass_probability_sum,0,0.48960893069648875,0.49,0,0.05217793594738935,-0.00528675234470351,
2017-10-03,20,0,multiclass_probability_sum,0,0.49053481466955284,0.49,1,0.048049945174088816,0.009019353445915153,
2017-10-04,20,0,multiclass_probability_sum,0,0.46766440146970023,0.49,0,0.044961072046690656,-0.0005338663846853598,
2017-10-05,20,0,multiclass_probability_sum,0,0.48932586369615183,0.49,0,0.034013728652157516,0.0031865522335884668,
2017-10-06,20,0,multiclass_probability_sum,0,0.4670166483598212,0.49,0,0.04351803507278628,0.0014349689490708367,
2017-10-09,20,0,multiclass_probability_sum,0,0.4605898982277794,0.49,0,0.04841571568174974,0.0020869229176949076,
2017-10-10,20,0,multiclass_probability_sum,0,0.4323960800871588,0.49,0,0.04778811443858014,0.0040625440584408905,
2017-10-11,20,0,multiclass_probability_sum,0,0.43515349553607785,0.49,0,0.05468455212587943,0.0023560894923181953,
2017-10-12,20,0,multiclass_probability_sum,0,0.4350993725881783,0.49,0,0.05314236884673774,0.004353948050960436,
2017-10-13,20,0,multiclass_probability_sum,0,0.4156658034177508,0.49,0,0.05597141462451456,-0.0018532296602393758,
2017-10-16,20,0,multiclass_probability_sum,0,0.45926454231492314,0.49,0,0.07056264948375038,0.0007441429585766548,
2017-10-17,20,0,multiclass_probability_sum,0,0.4327240109096323,0.49,0,0.06158077750484932,-0.01001021505452634,
2017-10-18,20,0,multiclass_probability_sum,0,0.4574525878323667,0.49,0,0.06418583366674384,-0.009321813387253717,
2017-10-19,20,0,multiclass_probability_sum,0,0.4533645569211363,0.49,0,0.07422687914016433,-0.010782592930507647,
2017-10-20,20,0,multiclass_probability_sum,0,0.4812100736616536,0.49,0,0.07438523731903064,-0.008258086374660925,
2017-10-23,20,0,multiclass_probability_sum,0,0.5003329028030293,0.49,1,0.09697832928779866,0.006321133563370733,
2017-10-24,20,0,multiclass_probability_sum,0,0.46114583726813196,0.49,0,0.10684988149973147,0.005883969010039807,
2017-10-25,20,0,multiclass_probability_sum,0,0.4628399380439601,0.49,0,0.11578403783657823,-0.0006984586025760792,
2017-10-26,20,0,multiclass_probability_sum,0,0.48615035303901233,0.49,0,0.11759696536009517,0.0035834574180967,
2017-10-27,20,0,multiclass_probability_sum,0,0.47409948878140373,0.49,0,0.10731369816421926,-0.008700591498794185,
2017-10-30,20,0,multiclass_probability_sum,0,0.4842317175753945,0.49,0,0.10482677172743919,-0.014431606194020018,
2017-10-31,20,0,multiclass_probability_sum,0,0.5200250778867174,0.49,1,0.11700773890724928,-0.005016863076016063,
2017-11-01,20,0,multiclass_probability_sum,0,0.4661316198617047,0.49,0,0.1220891934757057,-0.011481209779218507,
2017-11-02,20,0,multiclass_probability_sum,0,0.5261936758572872,0.49,1,0.1312466181213637,0.012690858654217072,
2017-11-03,20,0,multiclass_probability_sum,0,0.4913068986720829,0.49,1,0.1294444371912882,0.006332649558034385,
2017-11-06,20,0,multiclass_probability_sum,0,0.48904973395255646,0.49,0,0.1331515020814369,0.0014593216745251917,
2017-11-07,20,0,multiclass_probability_sum,0,0.4935141430924398,0.49,1,0.1143051400648742,0.01095898174574021,
2017-11-08,20,0,multiclass_probability_sum,0,0.48837259033039904,0.49,0,0.0973911921170914,0.0008139062131764306,
2017-11-09,20,0,multiclass_probability_sum,0,0.499845844415182,0.49,1,0.08704527537679613,0.009036223488976682,
2017-11-10,20,0,multiclass_probability_sum,0,0.500027176502451,0.49,1,0.07961645266290615,0.012738005198996446,
2017-11-13,20,0,multiclass_probability_sum,0,0.48987972169869975,0.49,0,0.04242645644941449,0.0017724860342018419,
2017-11-14,20,0,multiclass_probability_sum,0,0.4921737689430911,0.49,1,0.05127910425395015,0.0019166544946218964,
2017-11-15,20,0,multiclass_probability_sum,0,0.49250150835917134,0.49,1,0.046284111789853755,0.009135676639694001,
2017-11-16,20,0,multiclass_probability_sum,0,0.4760657416034255,0.49,0,0.04709261559785866,-0.00236614837698056,
2017-11-17,20,0,multiclass_probability_sum,0,0.5058009197269584,0.49,1,0.048721194393403985,0.014335005594107077,
2017-11-20,20,0,multiclass_probability_sum,0,0.4793601124838038,0.49,0,0.05857895764564794,0.015266633686789648,
2017-11-21,20,0,multiclass_probability_sum,0,0.4635024192822579,0.49,0,0.03543147081005461,-0.0009260520885138314,
2017-11-22,20,0,multiclass_probability_sum,0,0.4347360898632697,0.49,0,0.022109194093518712,-0.016442636037976684,
2017-11-23,20,0,multiclass_probability_sum,0,0.4422760690803438,0.49,0,0.013150804497866889,-0.017557104958917647,
2017-11-24,20,0,multiclass_probability_sum,0,0.4391738110045229,0.49,0,0.017745143553722587,-0.019557886679932367,
2017-11-27,20,0,multiclass_probability_sum,0,0.4426916618928254,0.49,0,0.020771258971500003,-0.02280197493837821,
2017-11-28,20,0,multiclass_probability_sum,0,0.43401096834432334,0.49,0,0.02592508628762928,-0.02556819900018431,
2017-11-29,20,0,multiclass_probability_sum,0,0.42348119896488334,0.49,0,0.016995098210437452,-0.03711400027184329,
2017-11-30,20,0,multiclass_probability_sum,0,0.46810216963996687,0.49,0,0.02781172169135468,-0.034790215138282746,
2017-12-01,20,0,multiclass_probability_sum,1,0.415590978539677,0.49,0,0.024592794358526612,-0.04567889286242426,
2017-12-04,20,0,multiclass_probability_sum,1,0.42473114521352306,0.49,0,0.026199617381267252,-0.05571860731060735,
2017-12-05,20,0,multiclass_probability_sum,0,0.5001262294946726,0.49,1,0.05347961553680419,-0.038331566968569715,
2017-12-06,20,0,multiclass_probability_sum,0,0.4950725396491573,0.49,1,0.073338094900178,-0.03237660076652726,
2017-12-07,20,0,multiclass_probability_sum,0,0.5237938817950424,0.49,1,0.07588326338561806,-0.022844590239408505,
2017-12-08,20,0,multiclass_probability_sum,0,0.5028393127138188,0.49,1,0.08434693591750393,-0.02445199101449514,
2017-12-11,20,0,multiclass_probability_sum,0,0.5319749767099431,0.49,1,0.11916635005811989,0.00754679586926295,
2017-12-12,20,0,multiclass_probability_sum,0,0.48424422809732415,0.49,0,0.11293381476643753,-0.0030783379694745215,
2017-12-13,20,0,multiclass_probability_sum,0,0.514711412937838,0.49,1,0.12565618706599366,0.011572759243244145,
2017-12-14,20,0,multiclass_probability_sum,0,0.49396796150624833,0.49,1,0.11519499234428067,-0.0007375695814352092,
2017-12-15,20,0,multiclass_probability_sum,0,0.5276982077276593,0.49,1,0.12857478785423704,0.01158835434427728,
2017-12-18,20,0,multiclass_probability_sum,0,0.4559346971423859,0.49,0,0.10390234179323155,-0.012604414502073672,
2017-12-19,20,0,multiclass_probability_sum,0,0.4992523436093861,0.49,1,0.0839015384975781,-0.005649613441783947,
2017-12-20,20,0,multiclass_probability_sum,0,0.4870325190727265,0.49,0,0.09663359738703338,-0.007843920674710807,
2017-12-21,20,0,multiclass_probability_sum,0,0.5025967129261287,0.49,1,0.11566912101294423,0.006595120776870579,
2017-12-22,20,0,multiclass_probability_sum,0,0.4808925585226006,0.49,0,0.13266208427392442,0.006270203676223206,
2017-12-25,20,0,multiclass_probability_sum,0,0.47914357920022,0.49,0,0.14204008150479525,0.007920051377935255,
2017-12-26,20,0,multiclass_probability_sum,0,0.45240316402489544,0.49,0,0.1440921424369906,0.002615813194467048,
2017-12-27,20,0,multiclass_probability_sum,0,0.4744638277995562,0.49,0,0.13622791687855754,0.00849283834735672,
2017-12-28,20,0,multiclass_probability_sum,0,0.45898855856521015,0.49,0,0.12841965223067353,0.007669750391313547,
2017-12-29,20,0,multiclass_probability_sum,0,0.4768453070733375,0.49,0,0.1205697962970256,0.011646537470923812,
2018-01-02,20,0,multiclass_probability_sum,0,0.45452411030094386,0.49,0,0.09924910655462262,0.00989295781349941,
2018-01-03,20,0,multiclass_probability_sum,0,0.45454921292533734,0.49,0,0.09422754735536777,0.006916671119652445,
2018-01-04,20,0,multiclass_probability_sum,0,0.440576996503061,0.49,0,0.028003338212752034,-0.006986842041678716,
2018-01-05,20,0,multiclass_probability_sum,0,0.4751444474771943,0.49,0,-0.001037421360179052,-0.001037421360179052,
2018-01-08,20,0,multiclass_probability_sum,0,0.4427571615146506,0.49,0,0.017107689036458262,-0.011108494667151532,
2018-01-09,20,0,multiclass_probability_sum,0,0.4240857321321994,0.49,0,-0.010025317216570129,-0.02147591779327238,
2018-01-10,20,0,multiclass_probability_sum,1,0.4369460019397143,0.49,0,-0.03346949362639554,-0.03346949362639554,
2018-01-11,20,0,multiclass_probability_sum,0,0.428664885770895,0.49,0,-0.0061053989725540474,-0.04311352795647718,
2018-01-12,20,0,multiclass_probability_sum,0,0.4371737731522551,0.49,0,0.009119238109914893,-0.04496266205944362,
2018-01-15,20,0,multiclass_probability_sum,1,0.40589842889657135,0.49,0,0.022022446583360916,-0.05760488798796472,
2018-01-16,20,0,multiclass_probability_sum,1,0.45031683131291167,0.49,0,0.0122208730909004,-0.057125210773310314,
2018-01-17,20,0,multiclass_probability_sum,0,0.4899422757816872,0.49,0,0.06379587333148774,-0.03016960641736702,
2018-01-18,20,0,multiclass_probability_sum,0,0.4360984402954802,0.49,0,0.05940456031455574,-0.04509597253974928,
2018-01-19,20,0,multiclass_probability_sum,0,0.4405563950853929,0.49,0,0.05276057636206231,-0.056287575490949183,
2018-01-22,20,0,multiclass_probability_sum,1,0.4216921674883478,0.49,0,0.030894822803741808,-0.07987565952879998,
2018-01-25,20,0,multiclass_probability_sum,1,0.41530837309864077,0.49,0,0.010106555246028994,-0.09552386043589407,
2018-01-26,20,0,multiclass_probability_sum,1,0.41215092074383813,0.49,0,0.004980228010432831,-0.10549597274602475,
2018-01-29,20,0,multiclass_probability_sum,1,0.45554178305076987,0.49,0,-0.014814547837073599,-0.10024756038205868,
2018-01-30,20,0,multiclass_probability_sum,1,0.42771801838094686,0.49,0,0.008723187753078022,-0.1009321340815314,
2018-01-31,20,0,multiclass_probability_sum,1,0.4554651344150984,0.49,0,0.0017096943812411475,-0.10075202853919697,
2018-02-01,20,0,multiclass_probability_sum,1,0.46276401983101906,0.49,0,0.022017059729551546,-0.09107787626771777,
2018-02-02,20,0,multiclass_probability_sum,1,0.48045300801143975,0.49,0,0.016487169215878967,-0.09594927488196217,
2018-02-05,20,0,multiclass_probability_sum,0,0.47806637764777316,0.49,0,0.07136820797467609,-0.0436285789006776,
2018-02-06,20,0,multiclass_probability_sum,0,0.4519542912586988,0.49,0,0.11360931869309825,-0.0076009772860679715,
2018-02-07,20,0,multiclass_probability_sum,0,0.45564812380006897,0.49,0,0.08960199917570717,-0.03581716098967773,
2018-02-08,20,0,multiclass_probability_sum,0,0.4664169130114212,0.49,0,0.10695611472182465,-0.01905157786277016,
2018-02-09,20,0,multiclass_probability_sum,0,0.4455823013103464,0.49,0,0.13599488759196782,0.0370081289839232,
2018-02-12,20,0,multiclass_probability_sum,0,0.44819051478416966,0.49,0,0.10680697764209406,0.017073771185435394,
2018-02-13,20,0,multiclass_probability_sum,0,0.43587276453219714,0.49,0,0.08987984603839477,0.015264183694852204,
2018-02-21,20,0,multiclass_probability_sum,0,0.4223189092407599,0.49,0,0.07289699749996931,-0.010281250707115008,
