model,horizon,fold,n_obs,threshold,recall,precision,f1,specificity,false_negative_rate,false_positive_rate,pr_auc,roc_auc,brier,log_loss,ece,calibration_slope,calibration_intercept,expected_false_negative_loss,expected_false_positive_opportunity_cost,expected_cost,worst_missed_drawdown,mean_missed_drawdown,alert_fraction,tp,fp,fn,tn,multiclass_macro_f1,selected_kind,selected_feature_group
multiclass_probability_sum,20,0,994,0.49,0.4153846153846154,0.23478260869565218,0.3,0.5204359673024523,0.5846153846153846,0.47956403269754766,0.22702287577088387,0.44325089079857477,0.24949175969750767,0.6921549883938418,0.2275626488746714,-1.5799654542350487,-1.1195810884704893,0.015329069740509486,0.012204806438208145,0.0581920156597366,0.32203974799631657,0.10024404817148966,0.46277665995975853,108,352,152,382,0.2520396472093407,EBM_probability_sum,base
candidate_risk_off,20,0,994,0.62,0.28846153846153844,0.24834437086092714,0.2669039145907473,0.6907356948228883,0.7115384615384616,0.30926430517711173,0.25118868443838466,0.5017763571578285,0.2902513193918863,0.7811731673886231,0.2985516700292764,-0.12027421158469938,-1.0194763902799469,0.019524642505668245,0.0064085422339582865,0.06498246975096302,0.32203974799631657,0.10490537648991478,0.3038229376257545,75,227,185,507,0.2520396472093407,logistic,base_plus_downside_all
