model,horizon,n_obs,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,mcc,brier,log_loss,ece,recall_bull,recall_sideway,recall_bear,recall_stress,fold,evaluation_scope
multiclass_ebm_baseline,20,994,0.306841046277666,0.2537510263074877,0.26007311148244167,0.2537510263074877,0.2520396472093407,0.31664900407502566,0.01338246557906061,0.7449309281941741,1.3761874130262033,0.018732054978150406,0.4321266968325792,0.21575342465753425,0.13541666666666666,0.23170731707317074,0,nested_purged_development_oos
