date,horizon,fold,model,actual_risk_off,probability,threshold,alert,forward_return,future_mae
2018-12-12,20,0,multiclass_probability_sum,1,0.47429393419636534,0.49,0,-0.06286437957543185,-0.09036859797175
2021-01-04,20,0,multiclass_probability_sum,1,0.46931963232255136,0.49,0,-0.07885418116138684,-0.09009030898807227
2018-10-17,20,0,multiclass_probability_sum,1,0.457311076650334,0.49,0,-0.07551663399175701,-0.08919572883802962
2018-04-23,20,0,multiclass_probability_sum,1,0.4742115758454853,0.49,0,-0.08815516975840673,-0.08816531262062108
2020-01-21,20,0,multiclass_probability_sum,1,0.4328631340963568,0.49,0,-0.08094964138289742,-0.08793253251012165
2018-12-04,20,0,multiclass_probability_sum,1,0.4528502800953551,0.49,0,-0.08782708878129887,-0.08782708878129887
2018-10-12,20,0,multiclass_probability_sum,1,0.44403115546551764,0.49,0,-0.05923073454195697,-0.08763007403343273
2020-06-10,20,0,multiclass_probability_sum,1,0.45537919149557626,0.49,0,-0.040243458200965504,-0.08687805254439529
2020-06-08,20,0,multiclass_probability_sum,1,0.4514890643236553,0.49,0,-0.044025552891442235,-0.08678915970465494
2018-12-05,20,0,multiclass_probability_sum,1,0.48668093593583006,0.49,0,-0.08300555912891192,-0.0860525395207514
2020-06-09,20,0,multiclass_probability_sum,1,0.4782185635650481,0.49,0,-0.04002577296176352,-0.08541030926936052
2018-03-27,20,0,multiclass_probability_sum,1,0.47971120304514275,0.49,0,-0.08083529749858885,-0.08450618300313215
2018-06-27,20,0,multiclass_probability_sum,1,0.47637578208755155,0.49,0,-0.043592684189000426,-0.08140599216043537
2018-10-18,20,0,multiclass_probability_sum,1,0.4753476758329516,0.49,0,-0.07131827872941754,-0.08079288259810541
2018-10-16,20,0,multiclass_probability_sum,1,0.461031546787225,0.49,0,-0.06208280892399484,-0.08068908570776695
2020-01-20,20,0,multiclass_probability_sum,1,0.4569240137434356,0.49,0,-0.08005462917217106,-0.08005462917217106
2018-01-22,20,0,multiclass_probability_sum,1,0.4216921674883478,0.49,0,0.030894822803741808,-0.07987565952879998
2020-07-03,20,0,multiclass_probability_sum,1,0.4699552648471998,0.49,0,-0.05982342447376609,-0.07652036949636067
2018-10-19,20,0,multiclass_probability_sum,1,0.4810074481058418,0.49,0,-0.06484186304936494,-0.07547502197317144
2019-11-06,20,0,multiclass_probability_sum,1,0.4683268526061012,0.49,0,-0.059299773654135655,-0.07229407423268945
2019-11-05,20,0,multiclass_probability_sum,1,0.46098409812005314,0.49,0,-0.07173777313257965,-0.07173777313257965
2020-07-01,20,0,multiclass_probability_sum,1,0.43776134164196245,0.49,0,-0.06445237484451533,-0.07164779170507486
2020-06-05,20,0,multiclass_probability_sum,1,0.4571963178737255,0.49,0,-0.044544602437262416,-0.07144851599982781
2019-11-07,20,0,multiclass_probability_sum,1,0.4839152705821352,0.49,0,-0.06116735571280441,-0.07143509343861161
2020-07-02,20,0,multiclass_probability_sum,1,0.47062117228320877,0.49,0,-0.0502079878193247,-0.07033096400139868
2019-11-08,20,0,multiclass_probability_sum,1,0.4854334915085474,0.49,0,-0.05936134903933681,-0.06993009931133606
2020-06-04,20,0,multiclass_probability_sum,1,0.4659847128684961,0.49,0,-0.04811271521938328,-0.06882722328698682
2018-03-22,20,0,multiclass_probability_sum,1,0.4669437103163778,0.49,0,-0.06860240459994743,-0.06860240459994743
2018-10-15,20,0,multiclass_probability_sum,1,0.48428857753207044,0.49,0,-0.03585871098188221,-0.06843834372365518
2018-06-04,20,0,multiclass_probability_sum,1,0.42022952211827036,0.49,0,-0.06798372251241235,-0.06798372251241235
2018-09-24,20,0,multiclass_probability_sum,1,0.4850143139977311,0.49,0,-0.05883210993414523,-0.0668557393754275
2020-06-03,20,0,multiclass_probability_sum,1,0.44088806236713396,0.49,0,-0.04370252331267277,-0.06573385908395246
2018-12-03,20,0,multiclass_probability_sum,1,0.45892335092125935,0.49,0,-0.06494844551751984,-0.06494844551751984
2020-02-07,20,0,multiclass_probability_sum,1,0.46471022355056724,0.49,0,-0.05383929673474806,-0.06426997716507049
2019-11-04,20,0,multiclass_probability_sum,1,0.46333070821036093,0.49,0,-0.06372314987852101,-0.06372314987852101
2020-02-06,20,0,multiclass_probability_sum,1,0.4546571983787545,0.49,0,-0.04939181122966478,-0.06191802401387862
2018-09-20,20,0,multiclass_probability_sum,1,0.45697334529811706,0.49,0,-0.04194272966713021,-0.060357797334047766
2020-01-31,20,0,multiclass_probability_sum,1,0.48941639311060736,0.49,0,-0.059870198045988476,-0.059870198045988476
2020-06-02,20,0,multiclass_probability_sum,1,0.4565793492622575,0.49,0,-0.058478578022697215,-0.058478578022697215
2020-06-01,20,0,multiclass_probability_sum,1,0.4015578298971484,0.49,0,-0.05775508155894278,-0.05775508155894278
2018-01-15,20,0,multiclass_probability_sum,1,0.40589842889657135,0.49,0,0.022022446583360916,-0.05760488798796472
2018-01-16,20,0,multiclass_probability_sum,1,0.45031683131291167,0.49,0,0.0122208730909004,-0.057125210773310314
2017-12-04,20,0,multiclass_probability_sum,1,0.42473114521352306,0.49,0,0.026199617381267252,-0.05571860731060735
2020-01-17,20,0,multiclass_probability_sum,1,0.45556942012676105,0.49,0,-0.04798912445981898,-0.05571374597932573
2020-02-04,20,0,multiclass_probability_sum,1,0.47209516221203274,0.49,0,-0.04229899127534261,-0.05179816017678885
2018-09-19,20,0,multiclass_probability_sum,1,0.47666935748430833,0.49,0,-0.024341106382667694,-0.051159020289509485
2020-01-16,20,0,multiclass_probability_sum,1,0.45432503871875457,0.49,0,-0.03784099600407702,-0.050952490459659744
2020-02-03,20,0,multiclass_probability_sum,1,0.475384575454296,0.49,0,-0.04823921376607366,-0.05077513116815243
2018-09-18,20,0,multiclass_probability_sum,1,0.4525551647747814,0.49,0,-0.030786442518195747,-0.04909771329477497
2020-02-05,20,0,multiclass_probability_sum,1,0.4846579895235038,0.49,0,-0.04026369079528272,-0.04836958538961088
2018-09-14,20,0,multiclass_probability_sum,1,0.4788253573360722,0.49,0,-0.021679020955520652,-0.046931280057765506
2017-12-01,20,0,multiclass_probability_sum,1,0.415590978539677,0.49,0,0.024592794358526612,-0.04567889286242426
2019-11-01,20,0,multiclass_probability_sum,1,0.44041097939243545,0.49,0,-0.0451560347740516,-0.04552695083793924
2020-01-10,20,0,multiclass_probability_sum,1,0.48730658962773876,0.49,0,-0.03262635988612694,-0.04501274527699979
2020-01-15,20,0,multiclass_probability_sum,1,0.45710970107149607,0.49,0,-0.040927075350765944,-0.04400040078684389
2018-09-13,20,0,multiclass_probability_sum,1,0.4717653869357219,0.49,0,-0.04350580595865082,-0.04350580595865082
2020-01-02,20,0,multiclass_probability_sum,1,0.4662491690814463,0.49,0,-0.029531699254017642,-0.0430801378782855
2019-05-20,20,0,multiclass_probability_sum,1,0.4848141720808367,0.49,0,-0.04155544953781099,-0.04206246859357543
2020-01-03,20,0,multiclass_probability_sum,1,0.4893219340930864,0.49,0,-0.025595739062891847,-0.04149613083835147
2017-08-07,20,0,multiclass_probability_sum,1,0.48945497917647174,0.49,0,-0.0008452712625350231,-0.04082304540901806
2019-03-14,20,0,multiclass_probability_sum,1,0.48196364482961074,0.49,0,-0.02255421794825248,-0.039080308112271776
2019-12-30,20,0,multiclass_probability_sum,1,0.4879983462838975,0.49,0,-0.03795357645339801,-0.03897660546203451
2019-12-27,20,0,multiclass_probability_sum,1,0.47817153330895956,0.49,0,-0.03740028315112539,-0.03740028315112539
2019-03-13,20,0,multiclass_probability_sum,1,0.4776778758522331,0.49,0,-0.023651043039169678,-0.03607114428536898
2019-07-29,20,0,multiclass_probability_sum,1,0.4701910727634941,0.49,0,-0.015206116848071697,-0.03396927969105533
2018-01-10,20,0,multiclass_probability_sum,1,0.4369460019397143,0.49,0,-0.03346949362639554,-0.03346949362639554
2019-08-01,20,0,multiclass_probability_sum,1,0.4600671900008112,0.49,0,-0.019029106870918973,-0.03341799242135085
2017-04-11,20,0,multiclass_probability_sum,1,0.43237174782662846,0.49,0,-0.008706932615436674,-0.03301409694160374
2017-08-01,20,0,multiclass_probability_sum,1,0.44632009201822254,0.49,0,-0.01637616361584269,-0.033011840917530046
2017-04-10,20,0,multiclass_probability_sum,1,0.4417181020579467,0.49,0,-0.007646958552369185,-0.031015738762205963
2017-07-06,20,0,multiclass_probability_sum,1,0.4739995827412108,0.49,0,0.007434126680260058,-0.02970932784836818
2019-02-25,20,0,multiclass_probability_sum,1,0.46452681292651243,0.49,0,-0.02480147484540841,-0.029554679285129094
2019-10-31,20,0,multiclass_probability_sum,1,0.4748669327782922,0.49,0,-0.028876529686085554,-0.028876529686085554
2019-10-30,20,0,multiclass_probability_sum,1,0.4591211472092016,0.49,0,-0.022961404106937134,-0.024823754480463905
2017-03-27,20,0,multiclass_probability_sum,1,0.4351242083238807,0.49,0,-0.022277491759671322,-0.022277491759671322
2019-10-28,20,0,multiclass_probability_sum,1,0.47358293349817937,0.49,0,-0.02040794051907282,-0.02040794051907282
2019-10-29,20,0,multiclass_probability_sum,1,0.47867778038456926,0.49,0,-0.019345041743642023,-0.019795598290989695
2019-10-25,20,0,multiclass_probability_sum,1,0.4500424869472023,0.49,0,-0.019034687191467826,-0.019034687191467826
2017-03-24,20,0,multiclass_probability_sum,1,0.4271987128665727,0.49,0,-0.01781358009204111,-0.01781358009204111
