scope,date,horizon,fold,model,recall,precision,false_positive_rate
rolling,2015-11-26,20,0,multiclass_probability_sum,1.0,0.4576271186440678,0.9696969696969697
rolling,2015-11-27,20,0,multiclass_probability_sum,1.0,0.4661016949152542,0.9692307692307692
rolling,2015-11-30,20,0,multiclass_probability_sum,1.0,0.4661016949152542,0.9692307692307692
rolling,2015-12-01,20,0,multiclass_probability_sum,1.0,0.4661016949152542,0.9692307692307692
rolling,2015-12-02,20,0,multiclass_probability_sum,1.0,0.4661016949152542,0.9692307692307692
rolling,2015-12-03,20,0,multiclass_probability_sum,1.0,0.4661016949152542,0.9692307692307692
rolling,2015-12-04,20,0,multiclass_probability_sum,1.0,0.4661016949152542,0.9692307692307692
rolling,2015-12-07,20,0,multiclass_probability_sum,1.0,0.4661016949152542,0.9692307692307692
rolling,2015-12-08,20,0,multiclass_probability_sum,1.0,0.4661016949152542,0.9692307692307692
rolling,2015-12-09,20,0,multiclass_probability_sum,1.0,0.4661016949152542,0.9692307692307692
rolling,2015-12-10,20,0,multiclass_probability_sum,1.0,0.4661016949152542,0.9692307692307692
rolling,2015-12-11,20,0,multiclass_probability_sum,1.0,0.4661016949152542,0.9692307692307692
rolling,2015-12-14,20,0,multiclass_probability_sum,1.0,0.4661016949152542,0.9692307692307692
rolling,2015-12-15,20,0,multiclass_probability_sum,1.0,0.4661016949152542,0.9692307692307692
rolling,2015-12-16,20,0,multiclass_probability_sum,1.0,0.4745762711864407,0.96875
rolling,2015-12-17,20,0,multiclass_probability_sum,1.0,0.4830508474576271,0.9682539682539683
rolling,2015-12-18,20,0,multiclass_probability_sum,1.0,0.4915254237288136,0.967741935483871
rolling,2015-12-21,20,0,multiclass_probability_sum,1.0,0.5,0.9672131147540983
rolling,2015-12-22,20,0,multiclass_probability_sum,1.0,0.5,0.9672131147540983
rolling,2015-12-23,20,0,multiclass_probability_sum,1.0,0.5,0.9672131147540983
rolling,2015-12-24,20,0,multiclass_probability_sum,1.0,0.5,0.9672131147540983
rolling,2015-12-25,20,0,multiclass_probability_sum,1.0,0.5,0.9672131147540983
rolling,2015-12-28,20,0,multiclass_probability_sum,1.0,0.5,0.9672131147540983
rolling,2015-12-29,20,0,multiclass_probability_sum,1.0,0.5,0.9672131147540983
rolling,2015-12-30,20,0,multiclass_probability_sum,1.0,0.5,0.9672131147540983
rolling,2015-12-31,20,0,multiclass_probability_sum,1.0,0.5,0.9672131147540983
rolling,2016-01-04,20,0,multiclass_probability_sum,1.0,0.5,0.9672131147540983
rolling,2016-01-05,20,0,multiclass_probability_sum,1.0,0.5,0.9672131147540983
rolling,2016-01-06,20,0,multiclass_probability_sum,1.0,0.5,0.9672131147540983
rolling,2016-01-07,20,0,multiclass_probability_sum,1.0,0.5,0.9672131147540983
rolling,2016-01-08,20,0,multiclass_probability_sum,1.0,0.5,0.9672131147540983
rolling,2016-01-11,20,0,multiclass_probability_sum,1.0,0.5,0.9672131147540983
rolling,2016-01-12,20,0,multiclass_probability_sum,1.0,0.5,0.9672131147540983
rolling,2016-01-13,20,0,multiclass_probability_sum,1.0,0.5,0.9672131147540983
rolling,2016-01-14,20,0,multiclass_probability_sum,1.0,0.4915254237288136,0.967741935483871
rolling,2016-01-15,20,0,multiclass_probability_sum,1.0,0.4830508474576271,0.9682539682539683
rolling,2016-01-18,20,0,multiclass_probability_sum,1.0,0.4745762711864407,0.96875
rolling,2016-01-19,20,0,multiclass_probability_sum,1.0,0.4661016949152542,0.9692307692307692
rolling,2016-01-20,20,0,multiclass_probability_sum,1.0,0.4576271186440678,0.9696969696969697
rolling,2016-01-21,20,0,multiclass_probability_sum,1.0,0.4491525423728814,0.9701492537313433
rolling,2016-01-22,20,0,multiclass_probability_sum,1.0,0.4406779661016949,0.9705882352941176
rolling,2016-01-25,20,0,multiclass_probability_sum,1.0,0.4358974358974359,0.9565217391304348
rolling,2016-01-26,20,0,multiclass_probability_sum,1.0,0.42735042735042733,0.9571428571428572
rolling,2016-01-27,20,0,multiclass_probability_sum,1.0,0.4224137931034483,0.9436619718309859
rolling,2016-01-28,20,0,multiclass_probability_sum,1.0,0.41739130434782606,0.9305555555555556
rolling,2016-01-29,20,0,multiclass_probability_sum,1.0,0.41228070175438597,0.9178082191780822
rolling,2016-02-01,20,0,multiclass_probability_sum,1.0,0.40707964601769914,0.9054054054054054
rolling,2016-02-02,20,0,multiclass_probability_sum,1.0,0.39823008849557523,0.9066666666666666
rolling,2016-02-03,20,0,multiclass_probability_sum,1.0,0.3893805309734513,0.9078947368421053
rolling,2016-02-04,20,0,multiclass_probability_sum,1.0,0.3805309734513274,0.9090909090909091
rolling,2016-02-05,20,0,multiclass_probability_sum,1.0,0.37168141592920356,0.9102564102564102
rolling,2016-02-15,20,0,multiclass_probability_sum,1.0,0.37168141592920356,0.9102564102564102
rolling,2016-02-16,20,0,multiclass_probability_sum,1.0,0.37168141592920356,0.9102564102564102
rolling,2016-02-17,20,0,multiclass_probability_sum,1.0,0.37168141592920356,0.9102564102564102
rolling,2016-02-18,20,0,multiclass_probability_sum,1.0,0.37168141592920356,0.9102564102564102
rolling,2016-02-19,20,0,multiclass_probability_sum,1.0,0.375,0.8974358974358975
rolling,2016-02-22,20,0,multiclass_probability_sum,1.0,0.3783783783783784,0.8846153846153846
rolling,2016-02-23,20,0,multiclass_probability_sum,1.0,0.3783783783783784,0.8846153846153846
rolling,2016-02-24,20,0,multiclass_probability_sum,1.0,0.38181818181818183,0.8717948717948718
rolling,2016-02-25,20,0,multiclass_probability_sum,1.0,0.3783783783783784,0.8846153846153846
rolling,2016-02-26,20,0,multiclass_probability_sum,1.0,0.3783783783783784,0.8846153846153846
rolling,2016-02-29,20,0,multiclass_probability_sum,1.0,0.3783783783783784,0.8846153846153846
rolling,2016-03-01,20,0,multiclass_probability_sum,1.0,0.3783783783783784,0.8846153846153846
rolling,2016-03-02,20,0,multiclass_probability_sum,1.0,0.3783783783783784,0.8846153846153846
rolling,2016-03-03,20,0,multiclass_probability_sum,1.0,0.3783783783783784,0.8846153846153846
rolling,2016-03-04,20,0,multiclass_probability_sum,1.0,0.38738738738738737,0.8831168831168831
rolling,2016-03-07,20,0,multiclass_probability_sum,1.0,0.3963963963963964,0.881578947368421
rolling,2016-03-08,20,0,multiclass_probability_sum,1.0,0.40540540540540543,0.88
rolling,2016-03-09,20,0,multiclass_probability_sum,1.0,0.40540540540540543,0.88
rolling,2016-03-10,20,0,multiclass_probability_sum,1.0,0.40540540540540543,0.88
rolling,2016-03-11,20,0,multiclass_probability_sum,1.0,0.40540540540540543,0.88
rolling,2016-03-14,20,0,multiclass_probability_sum,1.0,0.40540540540540543,0.88
rolling,2016-03-15,20,0,multiclass_probability_sum,1.0,0.40540540540540543,0.88
rolling,2016-03-16,20,0,multiclass_probability_sum,1.0,0.40540540540540543,0.88
rolling,2016-03-17,20,0,multiclass_probability_sum,1.0,0.40540540540540543,0.88
rolling,2016-03-18,20,0,multiclass_probability_sum,1.0,0.40540540540540543,0.88
rolling,2016-03-21,20,0,multiclass_probability_sum,1.0,0.40540540540540543,0.88
rolling,2016-03-22,20,0,multiclass_probability_sum,1.0,0.40540540540540543,0.88
rolling,2016-03-23,20,0,multiclass_probability_sum,1.0,0.40540540540540543,0.88
rolling,2016-03-24,20,0,multiclass_probability_sum,1.0,0.40540540540540543,0.88
rolling,2016-03-25,20,0,multiclass_probability_sum,1.0,0.40540540540540543,0.88
rolling,2016-03-28,20,0,multiclass_probability_sum,1.0,0.40540540540540543,0.88
rolling,2016-03-29,20,0,multiclass_probability_sum,1.0,0.40540540540540543,0.88
rolling,2016-03-30,20,0,multiclass_probability_sum,1.0,0.40540540540540543,0.88
rolling,2016-03-31,20,0,multiclass_probability_sum,1.0,0.40540540540540543,0.88
rolling,2016-04-01,20,0,multiclass_probability_sum,1.0,0.40540540540540543,0.88
rolling,2016-04-04,20,0,multiclass_probability_sum,1.0,0.40540540540540543,0.88
rolling,2016-04-05,20,0,multiclass_probability_sum,1.0,0.40540540540540543,0.88
rolling,2016-04-06,20,0,multiclass_probability_sum,1.0,0.40540540540540543,0.88
rolling,2016-04-07,20,0,multiclass_probability_sum,1.0,0.40540540540540543,0.88
rolling,2016-04-08,20,0,multiclass_probability_sum,1.0,0.40540540540540543,0.88
rolling,2016-04-11,20,0,multiclass_probability_sum,1.0,0.40540540540540543,0.88
rolling,2016-04-12,20,0,multiclass_probability_sum,1.0,0.40540540540540543,0.88
rolling,2016-04-13,20,0,multiclass_probability_sum,1.0,0.40540540540540543,0.88
rolling,2016-04-14,20,0,multiclass_probability_sum,1.0,0.40540540540540543,0.88
rolling,2016-04-15,20,0,multiclass_probability_sum,1.0,0.40540540540540543,0.88
rolling,2016-04-19,20,0,multiclass_probability_sum,1.0,0.40540540540540543,0.88
rolling,2016-04-20,20,0,multiclass_probability_sum,1.0,0.40540540540540543,0.88
rolling,2016-04-21,20,0,multiclass_probability_sum,1.0,0.40540540540540543,0.88
rolling,2016-04-22,20,0,multiclass_probability_sum,1.0,0.40540540540540543,0.88
rolling,2016-04-25,20,0,multiclass_probability_sum,1.0,0.3963963963963964,0.881578947368421
rolling,2016-04-26,20,0,multiclass_probability_sum,1.0,0.38738738738738737,0.8831168831168831
rolling,2016-04-27,20,0,multiclass_probability_sum,1.0,0.3783783783783784,0.8846153846153846
rolling,2016-04-28,20,0,multiclass_probability_sum,1.0,0.36936936936936937,0.8860759493670886
rolling,2016-04-29,20,0,multiclass_probability_sum,1.0,0.36036036036036034,0.8875
rolling,2016-05-04,20,0,multiclass_probability_sum,1.0,0.35135135135135137,0.8888888888888888
rolling,2016-05-05,20,0,multiclass_probability_sum,1.0,0.34234234234234234,0.8902439024390244
rolling,2016-05-06,20,0,multiclass_probability_sum,1.0,0.3333333333333333,0.891566265060241
rolling,2016-05-09,20,0,multiclass_probability_sum,1.0,0.32432432432432434,0.8928571428571429
rolling,2016-05-10,20,0,multiclass_probability_sum,1.0,0.3153153153153153,0.8941176470588236
rolling,2016-05-11,20,0,multiclass_probability_sum,1.0,0.3063063063063063,0.8953488372093024
rolling,2016-05-12,20,0,multiclass_probability_sum,1.0,0.2972972972972973,0.896551724137931
rolling,2016-05-13,20,0,multiclass_probability_sum,1.0,0.2882882882882883,0.8977272727272727
rolling,2016-05-16,20,0,multiclass_probability_sum,1.0,0.27927927927927926,0.898876404494382
rolling,2016-05-17,20,0,multiclass_probability_sum,1.0,0.2702702702702703,0.9
rolling,2016-05-18,20,0,multiclass_probability_sum,1.0,0.26126126126126126,0.9010989010989011
rolling,2016-05-19,20,0,multiclass_probability_sum,1.0,0.25225225225225223,0.9021739130434783
rolling,2016-05-20,20,0,multiclass_probability_sum,1.0,0.24324324324324326,0.9032258064516129
rolling,2016-05-23,20,0,multiclass_probability_sum,1.0,0.23423423423423423,0.9042553191489362
rolling,2016-05-24,20,0,multiclass_probability_sum,1.0,0.22522522522522523,0.9052631578947369
rolling,2016-05-25,20,0,multiclass_probability_sum,1.0,0.21621621621621623,0.90625
rolling,2016-05-26,20,0,multiclass_probability_sum,1.0,0.2072072072072072,0.9072164948453608
rolling,2016-05-27,20,0,multiclass_probability_sum,1.0,0.2072072072072072,0.9072164948453608
rolling,2016-05-30,20,0,multiclass_probability_sum,1.0,0.2072072072072072,0.9072164948453608
rolling,2016-05-31,20,0,multiclass_probability_sum,1.0,0.2072072072072072,0.9072164948453608
rolling,2016-06-01,20,0,multiclass_probability_sum,1.0,0.2072072072072072,0.9072164948453608
rolling,2016-06-02,20,0,multiclass_probability_sum,1.0,0.2072072072072072,0.9072164948453608
rolling,2016-06-03,20,0,multiclass_probability_sum,1.0,0.2072072072072072,0.9072164948453608
rolling,2016-06-06,20,0,multiclass_probability_sum,1.0,0.2072072072072072,0.9072164948453608
rolling,2016-06-07,20,0,multiclass_probability_sum,1.0,0.2072072072072072,0.9072164948453608
rolling,2016-06-08,20,0,multiclass_probability_sum,1.0,0.2072072072072072,0.9072164948453608
rolling,2016-06-09,20,0,multiclass_probability_sum,1.0,0.2072072072072072,0.9072164948453608
rolling,2016-06-10,20,0,multiclass_probability_sum,1.0,0.2072072072072072,0.9072164948453608
rolling,2016-06-13,20,0,multiclass_probability_sum,1.0,0.2072072072072072,0.9072164948453608
rolling,2016-06-14,20,0,multiclass_probability_sum,1.0,0.1981981981981982,0.9081632653061225
rolling,2016-06-15,20,0,multiclass_probability_sum,1.0,0.1891891891891892,0.9090909090909091
rolling,2016-06-16,20,0,multiclass_probability_sum,1.0,0.18018018018018017,0.91
rolling,2016-06-17,20,0,multiclass_probability_sum,1.0,0.17117117117117117,0.9108910891089109
rolling,2016-06-20,20,0,multiclass_probability_sum,1.0,0.16216216216216217,0.9117647058823529
rolling,2016-06-21,20,0,multiclass_probability_sum,1.0,0.15315315315315314,0.912621359223301
rolling,2016-06-22,20,0,multiclass_probability_sum,1.0,0.14414414414414414,0.9134615384615384
rolling,2016-06-23,20,0,multiclass_probability_sum,1.0,0.13513513513513514,0.9142857142857143
rolling,2016-06-24,20,0,multiclass_probability_sum,1.0,0.12612612612612611,0.9150943396226415
rolling,2016-06-27,20,0,multiclass_probability_sum,1.0,0.11711711711711711,0.9158878504672897
rolling,2016-06-28,20,0,multiclass_probability_sum,1.0,0.10810810810810811,0.9166666666666666
rolling,2016-06-29,20,0,multiclass_probability_sum,1.0,0.0990990990990991,0.9174311926605505
rolling,2016-06-30,20,0,multiclass_probability_sum,1.0,0.09009009009009009,0.9181818181818182
rolling,2016-07-01,20,0,multiclass_probability_sum,1.0,0.08108108108108109,0.918918918918919
rolling,2016-07-04,20,0,multiclass_probability_sum,1.0,0.07207207207207207,0.9196428571428571
rolling,2016-07-05,20,0,multiclass_probability_sum,1.0,0.07207207207207207,0.9196428571428571
rolling,2016-07-06,20,0,multiclass_probability_sum,1.0,0.07207207207207207,0.9196428571428571
rolling,2016-07-07,20,0,multiclass_probability_sum,1.0,0.07207207207207207,0.9196428571428571
rolling,2016-07-08,20,0,multiclass_probability_sum,1.0,0.07207207207207207,0.9196428571428571
rolling,2016-07-11,20,0,multiclass_probability_sum,1.0,0.07207207207207207,0.9196428571428571
rolling,2016-07-12,20,0,multiclass_probability_sum,1.0,0.08108108108108109,0.918918918918919
rolling,2016-07-13,20,0,multiclass_probability_sum,1.0,0.09009009009009009,0.9181818181818182
rolling,2016-07-14,20,0,multiclass_probability_sum,1.0,0.09009009009009009,0.9181818181818182
rolling,2016-07-15,20,0,multiclass_probability_sum,1.0,0.09009009009009009,0.9181818181818182
rolling,2016-07-18,20,0,multiclass_probability_sum,1.0,0.0990990990990991,0.9174311926605505
rolling,2016-07-19,20,0,multiclass_probability_sum,1.0,0.0990990990990991,0.9174311926605505
rolling,2016-07-20,20,0,multiclass_probability_sum,1.0,0.0990990990990991,0.9174311926605505
rolling,2016-07-21,20,0,multiclass_probability_sum,1.0,0.09821428571428571,0.926605504587156
rolling,2016-07-22,20,0,multiclass_probability_sum,1.0,0.09821428571428571,0.926605504587156
