date,horizon,fold,evaluation_scope,actual_class,predicted_class,raw_prob_bull,prob_bull,raw_prob_sideway,prob_sideway,raw_prob_bear,prob_bear,raw_prob_stress,prob_stress,raw_baseline_risk_off_probability,baseline_risk_off_probability,raw_candidate_risk_off_probability,candidate_risk_off_probability,baseline_risk_off_threshold,candidate_risk_off_threshold,baseline_risk_off_alert,candidate_risk_off_alert,baseline_temperature,candidate_temperature,actual_risk_off,forward_return,future_mae
2023-01-11,40,-1,post_selection_legacy_audit,Sideway,Sideway,0.1737901356135732,0.20630498420309318,0.36266610751172706,0.31800959209482393,0.33725960745803674,0.3047093109907806,0.12628414941666302,0.17097611271130225,0.46354375687469973,0.47568542370208283,0.08266584766996822,0.3095504654973582,0.39,0.29,1,1,1.6999999999999997,3.0,0,0.006071927812512938,-0.03323351953436134
2023-01-12,40,-1,post_selection_legacy_audit,Sideway,Sideway,0.19452019126813413,0.2206179386526274,0.4143153591665357,0.3441894039751705,0.2670944854934996,0.2658526292907217,0.12406996407183062,0.16934002808148044,0.39116444956533025,0.43519265737220214,0.09411236804835546,0.31977443504766334,0.39,0.29,1,1,1.6999999999999997,3.0,0,-0.008546532421464493,-0.03383006809263918
2023-01-13,40,-1,post_selection_legacy_audit,Sideway,Sideway,0.18361022916929723,0.2106822699938846,0.329437149667585,0.2971437743566451,0.31465267976461736,0.289225482979922,0.17229994139850055,0.2029484726695482,0.4869526211631179,0.4921739556494702,0.22297718215361814,0.39744235697884084,0.39,0.29,1,1,1.6999999999999997,3.0,0,-0.014278424888104385,-0.03740190543131717
2023-01-16,40,-1,post_selection_legacy_audit,Sideway,Bear,0.22884882608937723,0.23958161598522265,0.302270992222554,0.28218922114090866,0.3181068273703608,0.29079399358781166,0.15077335431770794,0.18743516928605694,0.4688801816880687,0.47822916287386863,0.2700741728343735,0.4178962673960221,0.39,0.29,1,1,1.6999999999999997,3.0,0,-0.04171378715668959,-0.043523653867371316
2023-01-17,40,-1,post_selection_legacy_audit,Bear,Sideway,0.2763173194190912,0.26650209907435163,0.2935354747411034,0.27614887214271533,0.2613106746441767,0.2578905128744085,0.16883653119562872,0.1994585159085246,0.43014720583980537,0.4573490287829331,0.3531162665384737,0.4497230530164828,0.39,0.29,1,1,1.6999999999999997,3.0,1,-0.05269241009023837,-0.06358028984274999
2023-01-18,40,-1,post_selection_legacy_audit,Bear,Bull,0.2843711053902693,0.2699194287619116,0.226070855679921,0.23584238552844045,0.2392237925931306,0.24381970204942446,0.25033424633667906,0.2504184836602235,0.48955803892980965,0.49423818570964795,0.1938541978026753,0.38342102060193267,0.39,0.29,1,1,1.6999999999999997,3.0,1,-0.054005510516651575,-0.0727179524934356
2023-01-19,40,-1,post_selection_legacy_audit,Bear,Stress,0.30027772090239213,0.28060396089572454,0.1838377269913668,0.21025563241164197,0.19250790260743034,0.21603321716619814,0.3233766494988108,0.2931071895264354,0.5158845521062412,0.5091404066926335,0.2538209214119239,0.4110937901969155,0.39,0.29,1,1,1.6999999999999997,3.0,1,-0.05851621326638517,-0.08160142069263043
2023-01-27,40,-1,post_selection_legacy_audit,Bear,Stress,0.30109382744413,0.2838868343786817,0.1278239022506088,0.17150188999719806,0.20289060719497837,0.2250599644015416,0.3681916631102829,0.3195513112225787,0.5710822703052613,0.5446112756241203,0.23654200912659495,0.4035783046584658,0.39,0.29,1,1,1.6999999999999997,3.0,1,-0.06500770288963585,-0.08970867440258998
2023-01-30,40,-1,post_selection_legacy_audit,Bear,Stress,0.2607275584644471,0.25769810133220283,0.19038363709432743,0.2141822045462941,0.2150126878238161,0.23007131975664488,0.3338761166174094,0.2980483743648581,0.5488888044412255,0.528119694121503,0.29835976536718783,0.42921852627484597,0.39,0.29,1,1,1.6999999999999997,3.0,1,-0.04671308971827732,-0.07661645119474471
2023-01-31,40,-1,post_selection_legacy_audit,Bear,Stress,0.304130988321354,0.29226895172476614,0.1339762895111285,0.1804478308216405,0.1040211865929176,0.15548947379893324,0.4578715355746,0.37179374365466006,0.5618927221675176,0.5272832174535933,0.2505136070765571,0.4096792150605965,0.39,0.29,1,1,1.6999999999999997,3.0,1,-0.05255495914644991,-0.08439514654383025
2023-02-01,40,-1,post_selection_legacy_audit,Sideway,Sideway,0.27497494953377805,0.265267782153581,0.29428817368372534,0.27607399120248416,0.18876093403040548,0.2126072293645612,0.24197594275209106,0.2460509972793737,0.4307368767824965,0.4586582266439349,0.36472665900152773,0.453889128905761,0.39,0.29,1,1,1.6999999999999997,3.0,0,-0.01842194384390228,-0.05219521311794152
2023-02-02,40,-1,post_selection_legacy_audit,Sideway,Sideway,0.24297133651209193,0.24696466315304835,0.3301020503453278,0.2957501150682903,0.19486954378182947,0.21690789584905013,0.23205706936075082,0.24037732592961128,0.4269266131425803,0.4572852217786614,0.3251595268586372,0.43945189559510023,0.39,0.29,1,1,1.6999999999999997,3.0,0,-0.01698659955316929,-0.05369969899766562
2023-02-03,40,-1,post_selection_legacy_audit,Sideway,Sideway,0.19131206881111246,0.2149639195981859,0.3393865229638262,0.3011674676645055,0.20520923125884774,0.22401649555807854,0.2640921769662136,0.25985211717923,0.4693014082250614,0.4838686127373085,0.3251595268586372,0.43945189559510023,0.39,0.29,1,1,1.6999999999999997,3.0,0,-0.01168195039432434,-0.05329129705022363
2023-02-06,40,-1,post_selection_legacy_audit,Sideway,Sideway,0.27255970768530924,0.26611667761053687,0.36488097781002016,0.31593327410118666,0.20349273147884056,0.2240874486241118,0.15906658302583004,0.19386259966416475,0.3625593145046706,0.41795004828827653,0.24573048744956683,0.40761392046624384,0.39,0.29,1,1,1.6999999999999997,3.0,0,-0.009231955708227128,-0.06449874066457606
2023-02-07,40,-1,post_selection_legacy_audit,Sideway,Stress,0.1867347451673948,0.212709673922898,0.2839176473462918,0.2721615710171014,0.17694479624420473,0.2060772185598524,0.35240281124210876,0.30905153650014816,0.5293476074863135,0.5151287550600006,0.36472665900152773,0.453889128905761,0.39,0.29,1,1,1.6999999999999997,3.0,0,0.011761604416426763,-0.04273585347774384
2023-02-08,40,-1,post_selection_legacy_audit,Sideway,Sideway,0.2129959095212724,0.22791723035196954,0.29297100381408203,0.27492885354683844,0.23289702229347936,0.24021292858044505,0.2611360643711663,0.25694098752074696,0.4940330866646457,0.497153916101192,0.32028038224380806,0.4376197450815912,0.39,0.29,1,1,1.6999999999999997,3.0,0,0.00802575508306824,-0.04870389828159185
2023-02-09,40,-1,post_selection_legacy_audit,Sideway,Stress,0.1430260360509877,0.18210191154912952,0.30416806217861686,0.2838430947010475,0.2219541111661698,0.23581861686400754,0.3308517906042256,0.29823637688581545,0.5528059017703955,0.534054993749823,0.29128441933197413,0.42644150909182876,0.39,0.29,1,1,1.6999999999999997,3.0,0,0.006445168310455304,-0.04103621881861353
2023-02-10,40,-1,post_selection_legacy_audit,Sideway,Stress,0.14170788912368662,0.18188732636805616,0.29175524840926786,0.2781554197977335,0.1939628110765684,0.21877278057953797,0.37257405139047706,0.3211844732546723,0.5665368624670455,0.5399572538342103,0.20008880715612282,0.3865320730062872,0.39,0.29,1,1,1.6999999999999997,3.0,0,0.013562497006788066,-0.032797719502831786
2023-02-13,40,-1,post_selection_legacy_audit,Sideway,Stress,0.1557894611989495,0.192790660823637,0.24923421817094343,0.254171544930226,0.18044313118967392,0.21019227199100557,0.4145331894404331,0.3428455222551314,0.5949763206301071,0.553037794246137,0.21783198631248732,0.39505437379192954,0.39,0.29,1,1,1.6999999999999997,3.0,0,0.020531291825369214,-0.02174472465179341
2023-02-14,40,-1,post_selection_legacy_audit,Sideway,Stress,0.17066621407762844,0.20250175835542028,0.2949946961184751,0.2794040597786081,0.1684585867664375,0.2009567877664209,0.36588050303745906,0.3171373940995508,0.5343390898038965,0.5180941818659717,0.15599260299697232,0.36290348928327487,0.39,0.29,1,1,1.6999999999999997,3.0,0,0.029241683116528798,-0.016884797877785473
2023-02-15,40,-1,post_selection_legacy_audit,Sideway,Stress,0.16139976779694787,0.19478305976679036,0.2757501381348552,0.2669207042264232,0.23267186994115718,0.24153888164522375,0.33017822412703973,0.29675735436156275,0.5628500940681969,0.5382962360067864,0.27172312785915115,0.41857338121428755,0.39,0.29,1,1,1.6999999999999997,3.0,0,0.020070090243401544,-0.026047040193853302
2023-02-16,40,-1,post_selection_legacy_audit,Sideway,Sideway,0.21601248204837584,0.2299748937189042,0.30842229520111536,0.28357044623063293,0.22319543116047946,0.23444294271665403,0.2523697915900293,0.2520117173338088,0.4755652227505088,0.4864546600504628,0.2773380053364681,0.42086222714387644,0.39,0.29,1,1,1.6999999999999997,3.0,0,0.00566290810847063,-0.03562703076431538
2023-02-17,40,-1,post_selection_legacy_audit,Sideway,Stress,0.1654613496717119,0.1979442483407686,0.2874218562871338,0.27391472131450356,0.20611360357243225,0.22525086714849682,0.3410031904687222,0.30289016319623097,0.5471167940411544,0.5281410303447278,0.329324236731734,0.4410058157678476,0.39,0.29,1,1,1.6999999999999997,3.0,0,-0.006078988514754223,-0.03659038558003547
2023-02-20,40,-1,post_selection_legacy_audit,Sideway,Sideway,0.24232679335893903,0.2550680952381907,0.492339875057493,0.3870368888323387,0.12978467371757788,0.1766605805221443,0.13554865786599019,0.18123443540732626,0.2653333315835681,0.3578950159294706,0.2477082152655833,0.40847072705690307,0.39,0.29,0,1,1.6999999999999997,3.0,0,-0.030724210657900552,-0.062109011680540546
2023-02-21,40,-1,post_selection_legacy_audit,Sideway,Sideway,0.19577384318984342,0.21954978100381017,0.4038017174788512,0.3361105334549328,0.22110496558020845,0.23584008022623354,0.179319473751097,0.20849960531502354,0.40042443933130545,0.4443396855412571,0.18814618188249255,0.38051402528226513,0.39,0.29,1,1,1.6999999999999997,3.0,0,-0.025464003056402142,-0.05799635995863963
2023-02-22,40,-1,post_selection_legacy_audit,Sideway,Sideway,0.11257895166750281,0.16236918945430878,0.4971528967812875,0.3889866228135688,0.18482937435644664,0.21734957493184293,0.20543877719476308,0.2312946128002794,0.39026815155120975,0.44864418773212233,0.1720854550006699,0.3720015713712088,0.39,0.29,1,1,1.6999999999999997,3.0,0,-0.005049291133980402,-0.03184018739738034
2023-02-23,40,-1,post_selection_legacy_audit,Sideway,Sideway,0.12077733304994005,0.1712592987150929,0.5495273142592813,0.4175564999869287,0.17261278613857511,0.21129154482757997,0.15708256655220362,0.19989265647039853,0.32969535269077876,0.4111842012979785,0.19206989422408094,0.3825185045240999,0.39,0.29,1,1,1.6999999999999997,3.0,0,-0.004194194202118114,-0.03124245024160567
2023-02-24,40,-1,post_selection_legacy_audit,Sideway,Sideway,0.1040279803093286,0.1545779453522842,0.4602080991648622,0.37070828276167805,0.16974947440359597,0.20617719707941307,0.26601444612221314,0.26853657480662463,0.43576392052580915,0.4747137718860377,0.22036147703859577,0.3962327380271799,0.39,0.29,1,1,1.6999999999999997,3.0,0,0.0032173360381890998,-0.0177701795158365
2023-02-27,40,-1,post_selection_legacy_audit,Sideway,Stress,0.10097236362394374,0.1504766715060701,0.3232835891728298,0.29836796873738347,0.2016587541070863,0.22603912711788376,0.37408529309614025,0.3251162326386626,0.5757440472032266,0.5511553597565464,0.3236923185432692,0.4389022940658637,0.39,0.29,1,1,1.6999999999999997,3.0,0,0.019500183983992267,0.0018098667106816496
2023-02-28,40,-1,post_selection_legacy_audit,Sideway,Stress,0.09860942737859675,0.148086835938264,0.3063031238950764,0.2884464983629,0.22934101724654826,0.2432998959293869,0.36574643147977853,0.3201667697694492,0.5950874487263268,0.5634666656988361,0.27086374611499964,0.418220776283583,0.39,0.29,1,1,1.6999999999999997,3.0,0,0.009876119952712162,-0.0015431348226208359
2023-03-01,40,-1,post_selection_legacy_audit,Sideway,Sideway,0.12175850894507965,0.16776427971566163,0.42383573486368753,0.3494182028521583,0.26287855584238473,0.26382781363068314,0.19152720034884813,0.218989703801497,0.45440575619123286,0.48281751743218015,0.31793228992226785,0.4367333862263982,0.39,0.29,1,1,1.6999999999999997,3.0,0,0.0002402286988756296,-0.01691218561452566
2023-03-02,40,-1,post_selection_legacy_audit,Sideway,Bear,0.09254663014460278,0.1424571088074504,0.304195506994188,0.2868662982573053,0.31798840425013675,0.29444762231559696,0.2852694586110725,0.2762289706196473,0.6032578628612093,0.5706765929352442,0.34922519167882765,0.4483147245844532,0.39,0.29,1,1,1.6999999999999997,3.0,0,0.0019448890226808388,-0.014082757696187248
