date,strategy,equity
2015-03-19,baseline_no_overlay,1.0
2015-03-20,baseline_no_overlay,1.000638192899622
2015-03-23,baseline_no_overlay,0.9980597707536907
2015-03-24,baseline_no_overlay,0.9961729422755801
2015-03-25,baseline_no_overlay,0.9924705249936461
2015-03-26,baseline_no_overlay,0.9897135750276314
2015-03-27,baseline_no_overlay,0.9869753977259197
2015-03-30,baseline_no_overlay,0.9833935278355566
2015-03-31,baseline_no_overlay,0.9868461426087783
2015-04-01,baseline_no_overlay,0.9783440142852471
2015-04-02,baseline_no_overlay,0.9840324447210697
2015-04-03,baseline_no_overlay,0.9847512567106443
2015-04-06,baseline_no_overlay,0.9811316782748774
2015-04-07,baseline_no_overlay,0.9847161973810007
2015-04-08,baseline_no_overlay,0.9843841142202373
2015-04-09,baseline_no_overlay,0.9863405097502562
2015-04-10,baseline_no_overlay,0.9887332628163662
2015-04-13,baseline_no_overlay,0.9923062127954215
2015-04-14,baseline_no_overlay,0.991592994475669
2015-04-15,baseline_no_overlay,0.9956216720483562
2015-04-16,baseline_no_overlay,0.9984060764777207
2015-04-17,baseline_no_overlay,0.9984221791662302
2015-04-20,baseline_no_overlay,0.9960760611250761
2015-04-21,baseline_no_overlay,0.9941431002737546
2015-04-22,baseline_no_overlay,0.9942818595717224
2015-04-23,baseline_no_overlay,0.99346074905874
2015-04-24,baseline_no_overlay,0.9964316944506869
2015-04-27,baseline_no_overlay,0.9940962282884788
2015-05-04,baseline_no_overlay,0.9831787404494475
2015-05-05,baseline_no_overlay,0.9876033294456237
2015-05-06,baseline_no_overlay,0.9852402302682023
2015-05-07,baseline_no_overlay,0.9876231138705114
2015-05-08,baseline_no_overlay,0.9886565274254249
2015-05-11,baseline_no_overlay,0.9866521784429386
2015-05-12,baseline_no_overlay,0.9819008777355134
2015-05-13,baseline_no_overlay,0.9808769606349019
2015-05-14,baseline_no_overlay,0.9814240040280298
2015-05-15,baseline_no_overlay,0.9773243490260864
2015-05-18,baseline_no_overlay,0.9717110131546333
2015-05-19,baseline_no_overlay,0.9763432890618126
2015-05-20,baseline_no_overlay,0.9847962854192756
2015-05-21,baseline_no_overlay,0.986506957743303
2015-05-22,baseline_no_overlay,0.9930014457699639
2015-05-25,baseline_no_overlay,0.9938870590942821
2015-05-26,baseline_no_overlay,0.9972242365823388
2015-05-27,baseline_no_overlay,0.9966014866035253
2015-05-28,baseline_no_overlay,1.0017084420864746
2015-05-29,baseline_no_overlay,0.9987699248870753
2015-06-01,baseline_no_overlay,1.0028177015443704
2015-06-02,baseline_no_overlay,0.9987248010618752
