date,horizon,fold,model,actual_risk_off,probability,threshold,alert,forward_return,future_mae,evaluation_scope
2021-06-03,20,-1,multiclass_probability_sum,0,0.5307274932070236,0.46,1,0.037971599472175044,-0.03308599357198978,post_selection_legacy_audit
2021-06-04,20,-1,multiclass_probability_sum,0,0.5261182360369658,0.46,1,0.033084411143814246,-0.040221759865057535,post_selection_legacy_audit
2021-06-07,20,-1,multiclass_probability_sum,0,0.5757617835674966,0.46,1,0.037803563539131245,-0.02904641495148869,post_selection_legacy_audit
2021-06-08,20,-1,multiclass_probability_sum,0,0.5689956396486553,0.46,1,0.02610563739607863,0.002799363271041404,post_selection_legacy_audit
2021-06-09,20,-1,multiclass_probability_sum,0,0.5540978909479777,0.46,1,0.04090301757135733,-0.0070168329819055185,post_selection_legacy_audit
2021-06-10,20,-1,multiclass_probability_sum,0,0.5651890875447769,0.46,1,0.03788079011468325,0.021052464789039438,post_selection_legacy_audit
2021-06-11,20,-1,multiclass_probability_sum,0,0.5492050369567365,0.46,1,-0.003408824737939719,-0.003408824737939719,post_selection_legacy_audit
2021-06-14,20,-1,multiclass_probability_sum,1,0.5627152406964873,0.46,1,-0.049234553939621145,-0.049234553939621145,post_selection_legacy_audit
2021-06-15,20,-1,multiclass_probability_sum,1,0.5622295408699175,0.46,1,-0.05241170937442767,-0.0533678208496629,post_selection_legacy_audit
2021-06-16,20,-1,multiclass_probability_sum,1,0.5674359887471805,0.46,1,-0.05813283387469689,-0.05813283387469689,post_selection_legacy_audit
2021-06-17,20,-1,multiclass_probability_sum,1,0.5449481263896099,0.46,1,-0.04974950412300223,-0.06063611152889109,post_selection_legacy_audit
2021-06-18,20,-1,multiclass_probability_sum,1,0.539357166586985,0.46,1,-0.0586328957686758,-0.07367648713806131,post_selection_legacy_audit
2021-06-21,20,-1,multiclass_probability_sum,1,0.5647941234183718,0.46,1,-0.09879058153816396,-0.09879058153816396,post_selection_legacy_audit
2021-06-22,20,-1,multiclass_probability_sum,1,0.5970283311769096,0.46,1,-0.08045765784470037,-0.10412373375594244,post_selection_legacy_audit
2021-06-23,20,-1,multiclass_probability_sum,1,0.5760364955737762,0.46,1,-0.08017405283276327,-0.10187478110972774,post_selection_legacy_audit
2021-06-24,20,-1,multiclass_probability_sum,1,0.5697096988996619,0.46,1,-0.06439743966085185,-0.10394255398525527,post_selection_legacy_audit
2021-06-25,20,-1,multiclass_probability_sum,1,0.5613929977015696,0.46,1,-0.09129485834423055,-0.11145204830511353,post_selection_legacy_audit
2021-06-28,20,-1,multiclass_probability_sum,1,0.541534456957145,0.46,1,-0.09946516382553891,-0.1226756230753252,post_selection_legacy_audit
2021-06-29,20,-1,multiclass_probability_sum,1,0.5760377698095667,0.46,1,-0.0991593132090059,-0.12568004673557864,post_selection_legacy_audit
2021-06-30,20,-1,multiclass_probability_sum,1,0.5698520473493937,0.46,1,-0.09799241493876489,-0.12462278041532991,post_selection_legacy_audit
2021-07-01,20,-1,multiclass_probability_sum,1,0.5309538717361403,0.46,1,-0.09116938713829348,-0.13066039037261562,post_selection_legacy_audit
2021-07-02,20,-1,multiclass_probability_sum,1,0.5776684510765595,0.46,1,-0.08078168996014616,-0.13290896833732252,post_selection_legacy_audit
2021-07-05,20,-1,multiclass_probability_sum,1,0.6021635767983635,0.46,1,-0.07114746811586893,-0.12645277581907077,post_selection_legacy_audit
2021-07-06,20,-1,multiclass_probability_sum,0,0.58759689871945,0.46,1,-0.01663461286949103,-0.08570843472452956,post_selection_legacy_audit
2021-07-07,20,-1,multiclass_probability_sum,1,0.4685053905363572,0.46,1,-0.03952352086880755,-0.11032201115275514,post_selection_legacy_audit
2021-07-08,20,-1,multiclass_probability_sum,1,0.47263474302799025,0.46,1,-0.02141812535951311,-0.10028295071417548,post_selection_legacy_audit
2021-07-09,20,-1,multiclass_probability_sum,0,0.5128123165770244,0.46,1,-0.004232708218866864,-0.08004580065059189,post_selection_legacy_audit
2021-07-12,20,-1,multiclass_probability_sum,0,0.49525162122330924,0.46,1,0.04786770064882332,-0.04157602657742227,post_selection_legacy_audit
2021-07-13,20,-1,multiclass_probability_sum,0,0.43571175040314336,0.46,0,0.04879970598957839,-0.04253213805265752,post_selection_legacy_audit
2021-07-14,20,-1,multiclass_probability_sum,0,0.4446219422607898,0.46,0,0.059068615043890466,-0.028851736913048383,post_selection_legacy_audit
2021-07-15,20,-1,multiclass_probability_sum,0,0.4233827725304663,0.46,0,0.04468493305546362,-0.03973834431893718,post_selection_legacy_audit
2021-07-16,20,-1,multiclass_probability_sum,0,0.45033733263491016,0.46,0,0.04347987182885143,-0.04389532828243385,post_selection_legacy_audit
2021-07-19,20,-1,multiclass_probability_sum,0,0.4813900484427307,0.46,1,0.09757319832401885,0.020157189960882935,post_selection_legacy_audit
2021-07-20,20,-1,multiclass_probability_sum,0,0.38961981848726246,0.46,0,0.0681500793911574,-0.003508885950359096,post_selection_legacy_audit
2021-07-21,20,-1,multiclass_probability_sum,0,0.4072766446580278,0.46,0,0.06853688314269696,-0.0015435383160814801,post_selection_legacy_audit
2021-07-22,20,-1,multiclass_probability_sum,0,0.3658904451490148,0.46,0,0.06086149388775648,-0.019387924363520402,post_selection_legacy_audit
2021-07-23,20,-1,multiclass_probability_sum,0,0.4230461167679124,0.46,0,0.046655062934788,0.003053269288903338,post_selection_legacy_audit
2021-07-26,20,-1,multiclass_probability_sum,0,0.38906600593744534,0.46,0,0.020338471372371693,0.003310274276786539,post_selection_legacy_audit
2021-07-27,20,-1,multiclass_probability_sum,0,0.3921455381258204,0.46,0,0.01693580411738571,0.00010963194999216816,post_selection_legacy_audit
2021-07-28,20,-1,multiclass_probability_sum,0,0.36776866158840743,0.46,0,0.02511517522610243,0.012860637757757254,post_selection_legacy_audit
2021-07-29,20,-1,multiclass_probability_sum,0,0.360234574559261,0.46,0,0.005796402737029934,0.003965534409636291,post_selection_legacy_audit
2021-07-30,20,-1,multiclass_probability_sum,0,0.3676826953785415,0.46,0,0.0024016022216864674,-0.008670740733217858,post_selection_legacy_audit
2021-08-02,20,-1,multiclass_probability_sum,0,0.4015495964460495,0.46,0,0.010536133434873887,-0.011848770059243284,post_selection_legacy_audit
2021-08-03,20,-1,multiclass_probability_sum,0,0.3897103183813825,0.46,0,-0.0007282528635503211,-0.02561728421107988,post_selection_legacy_audit
2021-08-04,20,-1,multiclass_probability_sum,0,0.424992134667988,0.46,0,-6.74311359779058e-05,-0.027341952639988912,post_selection_legacy_audit
2021-08-05,20,-1,multiclass_probability_sum,0,0.4034527615613378,0.46,0,0.0006240852524677089,-0.03540828771070385,post_selection_legacy_audit
2021-08-06,20,-1,multiclass_probability_sum,0,0.45874395247488897,0.46,0,0.00033540164661237945,-0.032356554787766424,post_selection_legacy_audit
2021-08-09,20,-1,multiclass_probability_sum,0,0.41658383660070647,0.46,0,-0.019492202346049935,-0.04598718958228704,post_selection_legacy_audit
2021-08-10,20,-1,multiclass_probability_sum,0,0.42870725188812786,0.46,0,-0.013634509050819265,-0.04787530639827734,post_selection_legacy_audit
2021-08-11,20,-1,multiclass_probability_sum,0,0.4758261841359501,0.46,1,-0.00923390823538734,-0.04446381431298027,post_selection_legacy_audit
2021-08-12,20,-1,multiclass_probability_sum,0,0.4917375082641288,0.46,1,-0.008625094293821129,-0.04096673973044223,post_selection_legacy_audit
2021-08-13,20,-1,multiclass_probability_sum,0,0.43842298157497117,0.46,0,-0.012867517856920129,-0.043918662467326904,post_selection_legacy_audit
2021-08-16,20,-1,multiclass_probability_sum,0,0.45684707033234195,0.46,0,-0.018500301273044507,-0.054116660680060366,post_selection_legacy_audit
2021-08-17,20,-1,multiclass_probability_sum,0,0.49747729865626156,0.46,1,-0.01271353725725562,-0.04835961765844098,post_selection_legacy_audit
2021-08-18,20,-1,multiclass_probability_sum,0,0.4684322174951906,0.46,1,-0.00611739906981113,-0.046781073775702835,post_selection_legacy_audit
2021-08-19,20,-1,multiclass_probability_sum,0,0.43860627110380257,0.46,0,-0.017884549447601462,-0.05695007056820127,post_selection_legacy_audit
2021-08-20,20,-1,multiclass_probability_sum,0,0.47602683580596217,0.46,1,0.007799924906532609,-0.023355715251712497,post_selection_legacy_audit
2021-08-23,20,-1,multiclass_probability_sum,0,0.48465896177375967,0.46,1,0.039121212669318964,-9.23929781992953e-05,post_selection_legacy_audit
2021-08-24,20,-1,multiclass_probability_sum,0,0.45015178033929826,0.46,0,0.040752386171906886,0.0018308683273936784,post_selection_legacy_audit
2021-08-25,20,-1,multiclass_probability_sum,0,0.42696879104272384,0.46,0,0.0312873170291907,-0.006458134731315275,post_selection_legacy_audit
2021-08-26,20,-1,multiclass_probability_sum,0,0.45935860815750973,0.46,0,0.018179480222104177,0.009241474627510562,post_selection_legacy_audit
2021-08-27,20,-1,multiclass_probability_sum,0,0.45242986246644684,0.46,0,0.019687649324786918,0.00893800559459359,post_selection_legacy_audit
2021-08-30,20,-1,multiclass_probability_sum,0,0.4473981838044001,0.46,0,0.008300420685245054,-0.00237455494461946,post_selection_legacy_audit
2021-08-31,20,-1,multiclass_probability_sum,0,0.4206763162638818,0.46,0,0.007922151901100911,-0.004878682798031725,post_selection_legacy_audit
2021-09-01,20,-1,multiclass_probability_sum,0,0.40306135055219605,0.46,0,0.00017980625924051923,-0.007264172954513248,post_selection_legacy_audit
2021-09-06,20,-1,multiclass_probability_sum,0,0.43214930535594465,0.46,0,-0.005100665208134361,-0.016022024413673657,post_selection_legacy_audit
2021-09-07,20,-1,multiclass_probability_sum,0,0.44022821498852405,0.46,0,0.009441834187846157,-0.012681607884880925,post_selection_legacy_audit
2021-09-08,20,-1,multiclass_probability_sum,0,0.43843528153614075,0.46,0,0.021666531438097207,-0.006484638686739228,post_selection_legacy_audit
2021-09-09,20,-1,multiclass_probability_sum,0,0.42170621345600023,0.46,0,0.016244079439731236,-0.01423044879796017,post_selection_legacy_audit
2021-09-10,20,-1,multiclass_probability_sum,0,0.4189825094141203,0.46,0,0.020176988007512074,-0.0152195575280951,post_selection_legacy_audit
2021-09-13,20,-1,multiclass_probability_sum,0,0.437819918990606,0.46,0,0.03850566353758187,-0.01233129688712332,post_selection_legacy_audit
2021-09-14,20,-1,multiclass_probability_sum,0,0.44097170935269236,0.46,0,0.04030532751855597,-0.011040796060909,post_selection_legacy_audit
2021-09-15,20,-1,multiclass_probability_sum,0,0.4257839261471021,0.46,0,0.03366598155216621,-0.015606010857518062,post_selection_legacy_audit
2021-09-16,20,-1,multiclass_probability_sum,0,0.4198142744710401,0.46,0,0.0335931533935792,-0.0156357318516874,post_selection_legacy_audit
2021-09-17,20,-1,multiclass_probability_sum,0,0.42643470151545204,0.46,0,0.029186070680621134,-0.020653326156393956,post_selection_legacy_audit
2021-09-20,20,-1,multiclass_probability_sum,0,0.4526784595062562,0.46,0,0.0328141866232577,-0.019055172571102046,post_selection_legacy_audit
2021-09-21,20,-1,multiclass_probability_sum,0,0.47679494699879055,0.46,1,0.04058074258877104,-0.011145291608747214,post_selection_legacy_audit
2021-09-22,20,-1,multiclass_probability_sum,0,0.4241522776100808,0.46,0,0.03142566068436667,-0.019203257098020517,post_selection_legacy_audit
2021-09-23,20,-1,multiclass_probability_sum,0,0.4419469517358254,0.46,0,0.023387111004733327,-0.02074203762240901,post_selection_legacy_audit
2021-09-24,20,-1,multiclass_probability_sum,0,0.46526771025531033,0.46,1,0.027785951245204377,-0.019565971538401807,post_selection_legacy_audit
2021-09-27,20,-1,multiclass_probability_sum,0,0.4952529787782042,0.46,1,0.0445839943664735,0.007443979213753839,post_selection_legacy_audit
2021-09-28,20,-1,multiclass_probability_sum,0,0.4475356193514439,0.46,0,0.038321166012136074,-0.003305664516439631,post_selection_legacy_audit
2021-09-29,20,-1,multiclass_probability_sum,0,0.45492965622387005,0.46,0,0.060701485952962264,-0.0032309964161108167,post_selection_legacy_audit
2021-09-30,20,-1,multiclass_probability_sum,0,0.467258269341306,0.46,1,0.06905446643856929,-0.005356855485378745,post_selection_legacy_audit
2021-10-01,20,-1,multiclass_probability_sum,0,0.4556706689345845,0.46,0,0.0787551121477093,0.0034773799917854945,post_selection_legacy_audit
2021-10-04,20,-1,multiclass_probability_sum,0,0.4851862059824473,0.46,1,0.0716013084314988,0.011202082867187784,post_selection_legacy_audit
2021-10-05,20,-1,multiclass_probability_sum,0,0.44211870824530214,0.46,0,0.06973031632577621,0.006027728052109377,post_selection_legacy_audit
2021-10-06,20,-1,multiclass_probability_sum,0,0.449929635827063,0.46,0,0.058068692760253324,0.0023233581128549456,post_selection_legacy_audit
2021-10-07,20,-1,multiclass_probability_sum,0,0.4522388158681002,0.46,0,0.05853863255301095,0.004922017297915766,post_selection_legacy_audit
2021-10-08,20,-1,multiclass_probability_sum,0,0.4489553078317686,0.46,0,0.05924170539239757,0.008732603091535054,post_selection_legacy_audit
2021-10-11,20,-1,multiclass_probability_sum,0,0.46229634772206074,0.46,1,0.05136609908825578,-0.0067078117975628675,post_selection_legacy_audit
2021-10-12,20,-1,multiclass_probability_sum,0,0.4985346207678848,0.46,1,0.04671226974980448,-0.007216974952322549,post_selection_legacy_audit
2021-10-13,20,-1,multiclass_probability_sum,0,0.5104208619498578,0.46,1,0.05119198960339923,-0.005142843782541978,post_selection_legacy_audit
2021-10-14,20,-1,multiclass_probability_sum,0,0.5199724112846844,0.46,1,0.04941093327609222,-0.005099736618124413,post_selection_legacy_audit
2021-10-15,20,-1,multiclass_probability_sum,0,0.5011409004680765,0.46,1,0.0563079849127425,-0.005710248209872737,post_selection_legacy_audit
2021-10-18,20,-1,multiclass_probability_sum,0,0.48126974880381834,0.46,1,0.056447559057950715,-0.007740210567217292,post_selection_legacy_audit
2021-10-19,20,-1,multiclass_probability_sum,0,0.4704765120005675,0.46,1,0.04971356763321776,-0.00759688557037585,post_selection_legacy_audit
2021-10-20,20,-1,multiclass_probability_sum,0,0.4577489177498014,0.46,0,0.05720026497546562,-0.0064997691552448325,post_selection_legacy_audit
2021-10-21,20,-1,multiclass_probability_sum,0,0.4773301446468169,0.46,1,0.05961268697756077,0.00045484573933128266,post_selection_legacy_audit
2021-10-22,20,-1,multiclass_probability_sum,0,0.45920760422455303,0.46,0,0.04442609916393995,-0.002767928417132625,post_selection_legacy_audit
2021-10-25,20,-1,multiclass_probability_sum,0,0.4863613215918392,0.46,1,0.04367629737060917,0.004486815375855872,post_selection_legacy_audit
2021-10-26,20,-1,multiclass_probability_sum,0,0.45279751985250527,0.46,0,0.050443929374284435,0.022305651840497473,post_selection_legacy_audit
2021-10-27,20,-1,multiclass_probability_sum,0,0.4427027151011619,0.46,0,0.045236069150285906,0.01047883955487496,post_selection_legacy_audit
2021-10-28,20,-1,multiclass_probability_sum,0,0.46819697841304114,0.46,1,0.04274474898303516,0.0006673664993362264,post_selection_legacy_audit
2021-10-29,20,-1,multiclass_probability_sum,0,0.4851679011723071,0.46,1,0.03320360852474996,-0.003676423724425009,post_selection_legacy_audit
2021-11-01,20,-1,multiclass_probability_sum,0,0.48648387493358586,0.46,1,0.031379442465173074,0.0036971952480516056,post_selection_legacy_audit
2021-11-02,20,-1,multiclass_probability_sum,0,0.4954824327067626,0.46,1,0.017728807177926933,-0.005633895513413733,post_selection_legacy_audit
2021-11-03,20,-1,multiclass_probability_sum,0,0.5201936674249295,0.46,1,0.027917935073217503,0.0020404288519930455,post_selection_legacy_audit
2021-11-04,20,-1,multiclass_probability_sum,0,0.5053403239409924,0.46,1,0.023008191465811328,-0.0007528690536196839,post_selection_legacy_audit
2021-11-05,20,-1,multiclass_probability_sum,0,0.5068851140170118,0.46,1,-0.009097147739568287,-0.009097147739568287,post_selection_legacy_audit
2021-11-08,20,-1,multiclass_probability_sum,1,0.5074617919153871,0.46,1,-0.03748247810350406,-0.03748247810350406,post_selection_legacy_audit
2021-11-09,20,-1,multiclass_probability_sum,0,0.5320836119795251,0.46,1,-0.010129820104430101,-0.033337811919812436,post_selection_legacy_audit
2021-11-10,20,-1,multiclass_probability_sum,0,0.5021994083961946,0.46,1,-0.008327983729457424,-0.03574340060362656,post_selection_legacy_audit
2021-11-11,20,-1,multiclass_probability_sum,0,0.513769744199659,0.46,1,0.0038425753600618835,-0.033919237111901895,post_selection_legacy_audit
2021-11-12,20,-1,multiclass_probability_sum,0,0.5225475224187308,0.46,1,-0.006694135474371621,-0.04142680034030063,post_selection_legacy_audit
2021-11-15,20,-1,multiclass_probability_sum,0,0.5304253954496874,0.46,1,-0.00024383801148990475,-0.043596336842853405,post_selection_legacy_audit
2021-11-16,20,-1,multiclass_probability_sum,0,0.5388686588394161,0.46,1,0.006504762151349699,-0.03671902042127901,post_selection_legacy_audit
2021-11-17,20,-1,multiclass_probability_sum,0,0.5169755162334085,0.46,1,-0.00023717959688995834,-0.04310860134839588,post_selection_legacy_audit
2021-11-18,20,-1,multiclass_probability_sum,0,0.5293280292247484,0.46,1,0.00460217209017579,-0.03902125419524619,post_selection_legacy_audit
2021-11-19,20,-1,multiclass_probability_sum,0,0.5112269259342515,0.46,1,0.018717251629084636,-0.027057440538089096,post_selection_legacy_audit
2021-11-22,20,-1,multiclass_probability_sum,0,0.5340499368967513,0.46,1,0.020571200479660882,-0.023539710327625796,post_selection_legacy_audit
2021-11-23,20,-1,multiclass_probability_sum,0,0.46344443110141986,0.46,1,0.010270722462784902,-0.03479415770715684,post_selection_legacy_audit
2021-11-24,20,-1,multiclass_probability_sum,0,0.47875515206642855,0.46,1,-0.007550920072036982,-0.05189194932365569,post_selection_legacy_audit
2021-11-25,20,-1,multiclass_probability_sum,1,0.4998582898621807,0.46,1,-0.029652889196350837,-0.059879468711279873,post_selection_legacy_audit
2021-11-26,20,-1,multiclass_probability_sum,1,0.5281212749791414,0.46,1,-0.010774297341026588,-0.05468211847675605,post_selection_legacy_audit
2021-11-29,20,-1,multiclass_probability_sum,0,0.5060275665945531,0.46,1,0.002717137111465746,-0.049181528692754224,post_selection_legacy_audit
2021-11-30,20,-1,multiclass_probability_sum,0,0.4747812750488958,0.46,1,0.01073061900490517,-0.04486198416697339,post_selection_legacy_audit
2021-12-01,20,-1,multiclass_probability_sum,0,0.4455403149628816,0.46,0,0.00042409820865133436,-0.04941721654885025,post_selection_legacy_audit
2021-12-02,20,-1,multiclass_probability_sum,0,0.497528865670814,0.46,1,0.0026414931700676518,-0.04730077084705682,post_selection_legacy_audit
2021-12-03,20,-1,multiclass_probability_sum,0,0.5024060328122306,0.46,1,0.03737176808794955,-0.02082052177897949,post_selection_legacy_audit
2021-12-06,20,-1,multiclass_probability_sum,0,0.5188089685541238,0.46,1,0.07624917197256502,0.023207991815382346,post_selection_legacy_audit
2021-12-07,20,-1,multiclass_probability_sum,0,0.4362551976158602,0.46,0,0.05102023513718157,0.004207425058786779,post_selection_legacy_audit
2021-12-08,20,-1,multiclass_probability_sum,0,0.467111446921722,0.46,1,0.05079174730915087,0.0028111626407599137,post_selection_legacy_audit
2021-12-09,20,-1,multiclass_probability_sum,0,0.4338893680369541,0.46,0,0.040386471418246216,-0.007535232957034757,post_selection_legacy_audit
2021-12-10,20,-1,multiclass_probability_sum,0,0.4614021601671491,0.46,1,0.02707722927142979,-0.004506085350999978,post_selection_legacy_audit
2021-12-13,20,-1,multiclass_probability_sum,0,0.4466801067336465,0.46,0,0.010847262517587858,-0.013125919316434403,post_selection_legacy_audit
2021-12-14,20,-1,multiclass_probability_sum,0,0.45431254590895487,0.46,0,0.02309806592509136,-0.01299720305769964,post_selection_legacy_audit
2021-12-15,20,-1,multiclass_probability_sum,0,0.4510742503370979,0.46,0,0.013831386052803414,-0.012644842236576855,post_selection_legacy_audit
2021-12-16,20,-1,multiclass_probability_sum,0,0.4494729702144318,0.46,0,0.013059328512105514,-0.013396846770492939,post_selection_legacy_audit
2021-12-17,20,-1,multiclass_probability_sum,0,0.46552497624454336,0.46,1,-0.018379924291012786,-0.018379924291012786,post_selection_legacy_audit
2021-12-20,20,-1,multiclass_probability_sum,1,0.4518851141536432,0.46,0,-0.026329673042653462,-0.026329673042653462,post_selection_legacy_audit
2021-12-21,20,-1,multiclass_probability_sum,1,0.4416846322047583,0.46,0,-0.024611634763628484,-0.02728364240530851,post_selection_legacy_audit
2021-12-22,20,-1,multiclass_probability_sum,0,0.4336207952603278,0.46,0,-0.008406523239127613,-0.026559791486985444,post_selection_legacy_audit
2021-12-23,20,-1,multiclass_probability_sum,0,0.44556786538294985,0.46,0,0.010874383998854901,-0.012445341750295701,post_selection_legacy_audit
2021-12-24,20,-1,multiclass_probability_sum,1,0.4536886189335253,0.46,0,-0.02559161036752549,-0.026126583371096027,post_selection_legacy_audit
2021-12-27,20,-1,multiclass_probability_sum,0,0.47150419475304495,0.46,1,-0.006265895735569024,-0.03411742803958669,post_selection_legacy_audit
2021-12-28,20,-1,multiclass_probability_sum,0,0.48687502338344063,0.46,1,-0.00860901092264951,-0.037811365407245286,post_selection_legacy_audit
2021-12-29,20,-1,multiclass_probability_sum,0,0.5043104459124412,0.46,1,-0.010187534415456941,-0.03206007699286813,post_selection_legacy_audit
2021-12-30,20,-1,multiclass_probability_sum,0,0.4850689299094661,0.46,1,-0.004728619604422609,-0.032161026252491155,post_selection_legacy_audit
2021-12-31,20,-1,multiclass_probability_sum,0,0.4774553174215407,0.46,1,-0.0004138934750701055,-0.0404110521022956,post_selection_legacy_audit
2022-01-04,20,-1,multiclass_probability_sum,0,0.4805926982424551,0.46,1,-0.01624977521796728,-0.05846793420793177,post_selection_legacy_audit
2022-01-05,20,-1,multiclass_probability_sum,0,0.5505837950436828,0.46,1,-0.011308362577386995,-0.05644698918793053,post_selection_legacy_audit
2022-01-06,20,-1,multiclass_probability_sum,0,0.537963983564793,0.46,1,-0.014351097599777983,-0.06042592641868671,post_selection_legacy_audit
2022-01-07,20,-1,multiclass_probability_sum,1,0.5538373777510514,0.46,1,-0.01766931873797069,-0.060367046125576675,post_selection_legacy_audit
