date,horizon,fold,model,actual_risk_off,probability,threshold,alert,forward_return,future_mae
2015-05-18,20,0,multiclass_probability_sum,0,0.6099551836355217,0.42,1,0.10324465748254756,0.014768933354776073
2015-06-16,20,0,multiclass_probability_sum,0,0.5597371040246146,0.42,1,0.09578783382746192,-0.002553442494335375
2015-06-09,20,0,multiclass_probability_sum,0,0.5470463227823607,0.42,1,0.09270042239946034,-0.0006442794305941986
2015-06-17,20,0,multiclass_probability_sum,0,0.5597215231843926,0.42,1,0.08605359355836519,0.002553442494335435
2016-04-19,20,0,multiclass_probability_sum,0,0.5432481969747069,0.42,1,0.08581406727164112,-0.00044002077607992277
2015-08-24,20,0,multiclass_probability_sum,0,0.5584651920187143,0.42,1,0.08416698355946303,0.005771557590542049
2015-06-10,20,0,multiclass_probability_sum,0,0.5235414485786889,0.42,1,0.08201575758496471,0.008274330146705276
2015-06-26,20,0,multiclass_probability_sum,0,0.5990392646895988,0.42,1,0.08167701986585035,0.01662088123604028
2015-05-15,20,0,multiclass_probability_sum,0,0.5537030607630511,0.42,1,0.08090683142861799,-0.01592321643119909
2016-01-22,20,0,multiclass_probability_sum,0,0.4773512568095012,0.42,1,0.08066115327445439,0.026846108747067846
2016-04-05,20,0,multiclass_probability_sum,0,0.5674818409524551,0.42,1,0.07922965483525135,0.013243582951140233
2016-04-20,20,0,multiclass_probability_sum,0,0.5632882029161468,0.42,1,0.0791390427565429,0.013464566570469298
2016-04-04,20,0,multiclass_probability_sum,0,0.5868283338984134,0.42,1,0.07899865955248961,0.008063548269531803
2015-06-15,20,0,multiclass_probability_sum,0,0.4906951546240107,0.42,1,0.07800502026804985,-0.0130606395950348
2015-05-19,20,0,multiclass_probability_sum,0,0.5929320687963077,0.42,1,0.07796852702707208,0.024437237093852704
2015-08-25,20,0,multiclass_probability_sum,0,0.5101091750066312,0.42,1,0.07755767110283371,0.02957822026150403
2015-06-18,20,0,multiclass_probability_sum,0,0.5440690044822329,0.42,1,0.07715566846529119,0.0024094323677694394
2015-10-02,20,0,multiclass_probability_sum,0,0.5553224747599181,0.42,1,0.07708486130461625,0.013583061587561502
